代號,名稱,市場,漲幅%,5日籌碼,外資5日,投信5日,投信連買,5日集中%,預估量比
070520,仁寶台新5C購04,TW,0.0,-59.0,0.0,0.0,0,0.0,0.0
070521,鴻準台新5C購01,TW,0.0,-1585.0,0.0,0.0,0,0.0,0.0
070522,英業達台新5C購02,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
070525,技嘉台新5C購01,TW,0.0,-5.0,0.0,0.0,0,0.0,0.0
070527,兆赫台新5C購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070528,瑞軒台新5C購01,TW,0.0,-1119.0,0.0,0.0,0,0.0,0.0
070531,瑞軒台新5C購02,TW,0.0,239.0,0.0,0.0,0,0.0,0.0
070532,陽明台新5C購01,TW,0.0,15.0,0.0,0.0,0,0.0,0.0
070533,凱基金台新5C購01,TW,0.0,72.0,0.0,0.0,0,0.0,0.0
070534,中信金台新5C購01,TW,0.0,51.0,0.0,0.0,0,0.0,0.0
070535,緯創台新5C購01,TW,0.0,-1888.0,0.0,0.0,0,0.0,0.0
070536,緯創台新5C購02,TW,0.0,-27.0,0.0,0.0,0,0.0,0.0
070539,十銓台新5C購02,TW,0.0,4.0,0.0,0.0,0,0.0,0.0
070540,十銓台新61購01,TW,0.0,47.0,0.0,0.0,0,0.0,0.0
070541,十銓台新63購01,TW,0.0,23.0,0.0,0.0,0,0.0,0.0
070543,康舒台新5C購02,TW,0.0,-811.0,0.0,0.0,0,0.0,0.0
070545,松川台新5C購01,TW,0.0,-538.0,0.0,0.0,0,0.0,0.0
070546,明基材台新5C購01,TW,0.0,-1.0,0.0,0.0,0,0.0,0.0
070547,T50正2中信66購03,TW,0.0,1469.0,0.0,0.0,0,0.0,0.0
070548,T50反1中信66購02,TW,0.0,-52.0,0.0,0.0,0,0.0,0.0
070549,臺指2X中信66購01,TW,0.0,318.0,0.0,0.0,0,0.0,0.0
070550,南亞中信5C購02,TW,0.0,460.0,0.0,0.0,0,0.0,0.0
070551,聯電中信5C購01,TW,0.0,277.0,0.0,0.0,0,0.0,0.0
070552,鴻海中信66購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070553,亞翔中信5C購08,TW,0.0,22.0,0.0,0.0,0,0.0,0.0
070554,和桐國泰61購01,TW,0.0,57.0,0.0,0.0,0,0.0,0.0
070555,台橡國泰61購01,TW,0.0,-146.0,0.0,0.0,0,0.0,0.0
070556,中環國泰61購01,TW,0.0,-30.0,0.0,0.0,0,0.0,0.0
070557,仁寶國泰61購01,TW,0.0,-30.0,0.0,0.0,0,0.0,0.0
070558,英業達國泰61購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070559,英業達國泰61購02,TW,0.0,49.0,0.0,0.0,0,0.0,0.0
070560,超豐國泰61購01,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
070561,創見國泰61購01,TW,0.0,75.0,0.0,0.0,0,0.0,0.0
070562,華晶科國泰61購01,TW,0.0,-14.0,0.0,0.0,0,0.0,0.0
070563,TPK國泰61購01,TW,0.0,909.0,0.0,0.0,0,0.0,0.0
070566,中興電群益5C購02,TW,0.0,-39.0,0.0,0.0,0,0.0,0.0
070569,長興群益61購02,TW,0.0,64.0,0.0,0.0,0,0.0,0.0
070570,光寶科群益5C購06,TW,0.0,68.0,0.0,0.0,0,0.0,0.0
070571,智邦群益5C購03,TW,0.0,-379.0,0.0,0.0,0,0.0,0.0
070572,友達群益5C購03,TW,0.0,-250.0,0.0,0.0,0,0.0,0.0
070573,臺企銀群益5C購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070574,國泰金群益5C購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070575,玉山金群益5C購01,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
070576,元大金群益5C購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070577,台新金群益5C購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
070579,第一金群益61購01,TW,0.0,-3.0,0.0,0.0,0,0.0,0.0
070580,昇貿群益5C購02,TW,0.0,282.0,0.0,0.0,0,0.0,0.0
070581,新日興群益5C購03,TW,0.0,146.0,0.0,0.0,0,0.0,0.0
070582,日月光群益5C購04,TW,0.0,51.0,0.0,0.0,0,0.0,0.0
070583,十銓群益5C購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
070584,乙盛群益5C購04,TW,0.0,11.0,0.0,0.0,0,0.0,0.0
070585,台表科群益5C購01,TW,0.0,9.0,0.0,0.0,0,0.0,0.0
070586,台表科群益5C購02,TW,0.0,-1.0,0.0,0.0,0,0.0,0.0
070587,富世達群益5C購01,TW,0.0,240.0,0.0,0.0,0,0.0,0.0
070588,富世達群益61購01,TW,0.0,-164.0,0.0,0.0,0,0.0,0.0
070589,松川群益5C購01,TW,0.0,3419.0,0.0,0.0,0,0.0,0.0
070590,T50正2永豐64購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070591,士電永豐61購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070592,東元永豐61購01,TW,0.0,-64.0,0.0,0.0,0,0.0,0.0
070593,中興電永豐5C購01,TW,0.0,-104.0,0.0,0.0,0,0.0,0.0
070594,亞力永豐5C購01,TW,0.0,-30.0,0.0,0.0,0,0.0,0.0
070595,華榮永豐5C購01,TW,0.0,-37.0,0.0,0.0,0,0.0,0.0
070596,研華永豐61購03,TW,0.0,112.0,0.0,0.0,0,0.0,0.0
070597,漢唐永豐5C購03,TW,0.0,264.0,0.0,0.0,0,0.0,0.0
070598,友達永豐5C購03,TW,0.0,200.0,0.0,0.0,0,0.0,0.0
070599,友達永豐5C購04,TW,0.0,-809.0,0.0,0.0,0,0.0,0.0
070600,晶豪科永豐5C購05,TW,0.0,-33.0,0.0,0.0,0,0.0,0.0
070601,玉晶光永豐61購02,TW,0.0,-59.0,0.0,0.0,0,0.0,0.0
070602,十銓永豐5C購03,TW,0.0,134.0,0.0,0.0,0,0.0,0.0
070603,富世達永豐5C購01,TW,0.0,8.0,0.0,0.0,0,0.0,0.0
070604,富世達永豐61購01,TW,0.0,28.0,0.0,0.0,0,0.0,0.0
070606,T50反1凱基61購05,TW,0.0,163.0,0.0,0.0,0,0.0,0.0
070607,滬深2X凱基61購03,TW,0.0,35.0,0.0,0.0,0,0.0,0.0
070608,元金2X凱基5C購03,TW,0.0,-92.0,0.0,0.0,0,0.0,0.0
070609,道瓊銀凱基61購06,TW,0.0,6.0,0.0,0.0,0,0.0,0.0
070614,華新凱基5C購04,TW,0.0,-38.0,0.0,0.0,0,0.0,0.0
070615,中纖凱基5C購02,TW,0.0,720.0,0.0,0.0,0,0.0,0.0
070616,聯電凱基61購06,TW,0.0,51.0,0.0,0.0,0,0.0,0.0
070619,技嘉凱基61購02,TW,0.0,-1.0,0.0,0.0,0,0.0,0.0
070620,微星凱基5C購04,TW,0.0,15.0,0.0,0.0,0,0.0,0.0
070621,京元電凱基61購04,TW,0.0,20.0,0.0,0.0,0,0.0,0.0
070623,揚博凱基5C購02,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
070624,華航凱基5C購01,TW,0.0,80.0,0.0,0.0,0,0.0,0.0
070625,華南金凱基5C購01,TW,0.0,-13.0,0.0,0.0,0,0.0,0.0
070626,玉山金凱基5C購01,TW,0.0,-25.0,0.0,0.0,0,0.0,0.0
070627,元大金凱基5C購01,TW,0.0,-31.0,0.0,0.0,0,0.0,0.0
070628,兆豐金凱基5C購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070629,台新金凱基5C購01,TW,0.0,-90.0,0.0,0.0,0,0.0,0.0
070630,永豐金凱基5C購01,TW,0.0,-46.0,0.0,0.0,0,0.0,0.0
070633,緯創凱基5C購07,TW,0.0,67.0,0.0,0.0,0,0.0,0.0
070634,神達凱基5C購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070635,上緯控凱基5C購01,TW,0.0,-38.0,0.0,0.0,0,0.0,0.0
070636,祥碩凱基5C購03,TW,0.0,-23.0,0.0,0.0,0,0.0,0.0
070637,旭隼凱基61購01,TW,0.0,425.0,0.0,0.0,0,0.0,0.0
070638,世紀鋼凱基5C購01,TW,0.0,-15.0,0.0,0.0,0,0.0,0.0
070640,臺股指凱基61購13,TW,0.0,58.0,0.0,0.0,0,0.0,0.0
070641,臺股指凱基61購14,TW,0.0,1571.0,0.0,0.0,0,0.0,0.0
070642,FB科技富邦63購03,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
070643,T50正2富邦69購01,TW,0.0,116.0,0.0,0.0,0,0.0,0.0
070644,統一富邦63購01,TW,0.0,79.0,0.0,0.0,0,0.0,0.0
070645,士電富邦5C購01,TW,0.0,-153.0,0.0,0.0,0,0.0,0.0
070647,光寶科富邦5C購04,TW,0.0,55.0,0.0,0.0,0,0.0,0.0
070648,鴻海富邦5C購07,TW,0.0,-146.0,0.0,0.0,0,0.0,0.0
070649,鴻海富邦64購01,TW,0.0,73.0,0.0,0.0,0,0.0,0.0
07064U,華東國票59售01,TW,0.0,-80.0,0.0,0.0,0,0.0,0.0
070650,鴻海富邦66購01,TW,0.0,100.0,0.0,0.0,0,0.0,0.0
070651,鴻海富邦76購01,TW,0.0,125.0,-1.0,0.0,0,0.0,0.0
070652,仁寶富邦63購02,TW,0.0,-76.0,0.0,0.0,0,0.0,0.0
070654,台積電富邦64購03,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
070655,英業達富邦5C購02,TW,0.0,20.0,0.0,0.0,0,0.0,0.0
070657,強茂富邦62購01,TW,0.0,-49.0,0.0,0.0,0,0.0,0.0
070658,凱基金富邦61購01,TW,0.0,20.0,0.0,0.0,0,0.0,0.0
070659,玉山金富邦5C購01,TW,0.0,-60.0,0.0,0.0,0,0.0,0.0
070660,永豐金富邦5C購02,TW,0.0,8.0,0.0,0.0,0,0.0,0.0
070661,日月光富邦5C購05,TW,0.0,-58.0,0.0,0.0,0,0.0,0.0
070662,中磊富邦62購01,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
070663,富世達富邦62購01,TW,0.0,496.0,0.0,0.0,0,0.0,0.0
070664,T50反1國票5C購02,TW,0.0,-46.0,0.0,0.0,0,0.0,0.0
070666,國喬國票61購02,TW,0.0,-40.0,0.0,0.0,0,0.0,0.0
070668,中纖國票61購01,TW,0.0,-283.0,0.0,0.0,0,0.0,0.0
070669,中纖國票61購02,TW,0.0,658.0,0.0,0.0,0,0.0,0.0
070670,仁寶國票61購02,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070671,強茂國票5C購02,TW,0.0,25.0,0.0,0.0,0,0.0,0.0
070672,長榮國票61購01,TW,0.0,-27.0,0.0,0.0,0,0.0,0.0
070674,台郡國票61購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
070678,勤誠國票5C購01,TW,0.0,62.0,0.0,0.0,0,0.0,0.0
070679,勤誠國票5C購02,TW,0.0,-60.0,0.0,0.0,0,0.0,0.0
070680,富鼎國票61購02,TW,0.0,-3112.0,0.0,0.0,0,0.0,0.0
070681,美德醫國票5C購01,TW,0.0,-99.0,0.0,0.0,0,0.0,0.0
070682,臺股指國票5C購02,TW,0.0,-150.0,0.0,0.0,0,0.0,0.0
070683,臺股指國票5C購03,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070684,台灣50台新5C購03,TW,0.0,2252.0,0.0,0.0,0,0.0,0.0
070685,台聚台新5C購01,TW,0.0,8.0,0.0,0.0,0,0.0,0.0
070686,三芳台新5C購01,TW,0.0,-220.0,0.0,0.0,0,0.0,0.0
070687,國喬台新5C購01,TW,0.0,-96.0,0.0,0.0,0,0.0,0.0
070688,國喬台新5C購02,TW,0.0,23.0,0.0,0.0,0,0.0,0.0
070689,聯成台新5C購01,TW,0.0,-52.0,0.0,0.0,0,0.0,0.0
070690,台化台新5C購01,TW,0.0,-45.0,0.0,0.0,0,0.0,0.0
070693,東元台新5C購01,TW,0.0,-49.0,0.0,0.0,0,0.0,0.0
070695,光寶科台新5C購03,TW,0.0,-23.0,0.0,0.0,0,0.0,0.0
070696,光寶科台新5C購04,TW,0.0,320.0,0.0,0.0,0,0.0,0.0
070699,光寶科台新5C購05,TW,0.0,62.0,0.0,0.0,0,0.0,0.0
070700,大同台新5C購02,TW,0.0,3.0,0.0,0.0,0,0.0,0.0
070701,瑞昱台新5C購01,TW,0.0,48.0,0.0,0.0,0,0.0,0.0
070704,瑞昱台新5C購02,TW,0.0,-17.0,0.0,0.0,0,0.0,0.0
070705,研華台新5C購01,TW,0.0,62.0,0.0,0.0,0,0.0,0.0
070707,揚博台新5C購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
070710,凱基金台新5C購02,TW,0.0,-20.0,0.0,0.0,0,0.0,0.0
070711,今國光台新5C購01,TW,0.0,-30.0,0.0,0.0,0,0.0,0.0
070714,康舒台新5C購03,TW,0.0,-546.0,0.0,0.0,0,0.0,0.0
070715,旭隼台新5C購01,TW,0.0,35.0,0.0,0.0,0,0.0,0.0
070716,旭隼台新5C購02,TW,0.0,-16.0,0.0,0.0,0,0.0,0.0
070717,旭隼台新5C購03,TW,0.0,50.0,0.0,0.0,0,0.0,0.0
070718,AES台新5C購01,TW,0.0,7.0,0.0,0.0,0,0.0,0.0
070719,AES台新5C購02,TW,0.0,23.0,0.0,0.0,0,0.0,0.0
070720,AES台新5C購03,TW,0.0,-44.0,0.0,0.0,0,0.0,0.0
070721,雲豹台新5C購01,TW,0.0,499.0,0.0,0.0,0,0.0,0.0
070722,臺股指台新5C購04,TW,0.0,359.0,0.0,0.0,0,0.0,0.0
070723,臺股指台新5C購05,TW,0.0,-8.0,0.0,0.0,0,0.0,0.0
070724,臺股指台新5C購06,TW,0.0,58.0,0.0,0.0,0,0.0,0.0
070725,國喬元大5C購01,TW,0.0,628.0,0.0,0.0,0,0.0,0.0
070726,國喬元大5C購02,TW,0.0,137.0,0.0,0.0,0,0.0,0.0
070727,國喬元大5C購03,TW,0.0,65.0,0.0,0.0,0,0.0,0.0
070728,東元元大5C購02,TW,0.0,-76.0,0.0,0.0,0,0.0,0.0
070729,東元元大5C購03,TW,0.0,-299.0,0.0,0.0,0,0.0,0.0
070730,中興電元大5C購01,TW,0.0,-442.0,0.0,0.0,0,0.0,0.0
070731,中興電元大65購01,TW,0.0,11.0,0.0,0.0,0,0.0,0.0
070732,亞力元大5C購01,TW,0.0,-852.0,0.0,0.0,0,0.0,0.0
070733,華城元大5C購02,TW,0.0,-418.0,0.0,0.0,0,0.0,0.0
070735,華城元大61購07,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070736,華城元大66購01,TW,0.0,-21.0,0.0,0.0,0,0.0,0.0
070737,華新元大5C購04,TW,0.0,-113.0,0.0,0.0,0,0.0,0.0
070738,華新元大64購01,TW,0.0,-102.0,0.0,0.0,0,0.0,0.0
070739,光寶科元大5C購06,TW,0.0,16.0,0.0,0.0,0,0.0,0.0
070741,光寶科元大61購11,TW,0.0,108.0,0.0,0.0,0,0.0,0.0
070742,聯電元大5C購19,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
070743,聯電元大5C購20,TW,0.0,148.0,0.0,0.0,0,0.0,0.0
070744,聯電元大5C購21,TW,0.0,-202.0,0.0,0.0,0,0.0,0.0
070745,聯電元大5C購22,TW,0.0,-17.0,0.0,0.0,0,0.0,0.0
070747,華通元大5C購13,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
070748,華通元大61購12,TW,0.0,300.0,0.0,0.0,0,0.0,0.0
070750,鴻海元大61購25,TW,0.0,134.0,0.0,0.0,0,0.0,0.0
070751,台積電元大61購44,TW,0.0,-140.0,0.0,0.0,0,0.0,0.0
070752,智邦元大5C購09,TW,0.0,-660.0,0.0,0.0,0,0.0,0.0
070753,技嘉元大5C購06,TW,0.0,21.0,0.0,0.0,0,0.0,0.0
070754,微星元大5C購03,TW,0.0,-642.0,0.0,0.0,0,0.0,0.0
070755,微星元大65購03,TW,0.0,79.0,0.0,0.0,0,0.0,0.0
070756,友達元大5C購06,TW,0.0,7.0,0.0,0.0,0,0.0,0.0
070759,友達元大5C購07,TW,0.0,-4.0,0.0,0.0,0,0.0,0.0
070760,友達元大61購15,TW,0.0,-1.0,0.0,0.0,0,0.0,0.0
070761,強茂元大5C購06,TW,0.0,-468.0,0.0,0.0,0,0.0,0.0
070762,強茂元大5C購07,TW,0.0,-24.0,0.0,0.0,0,0.0,0.0
070763,強茂元大5C購08,TW,0.0,620.0,0.0,0.0,0,0.0,0.0
070764,強茂元大64購01,TW,0.0,926.0,0.0,0.0,0,0.0,0.0
070765,強茂元大65購01,TW,0.0,-26.0,0.0,0.0,0,0.0,0.0
070768,晶豪科元大5C購01,TW,0.0,1229.0,0.0,0.0,0,0.0,0.0
070769,晶豪科元大61購05,TW,0.0,-1176.0,0.0,0.0,0,0.0,0.0
070771,奇鋐元大61購23,TW,0.0,6.0,0.0,0.0,0,0.0,0.0
070772,緯創元大5C購10,TW,0.0,151.0,0.0,0.0,0,0.0,0.0
070773,緯創元大5C購11,TW,0.0,28.0,0.0,0.0,0,0.0,0.0
070774,緯創元大61購11,TW,0.0,-1726.0,0.0,0.0,0,0.0,0.0
070775,昇貿元大5C購03,TW,0.0,-53.0,0.0,0.0,0,0.0,0.0
070776,新日興元大5C購02,TW,0.0,116.0,0.0,0.0,0,0.0,0.0
070777,神達元大5C購02,TW,0.0,-240.0,0.0,0.0,0,0.0,0.0
070778,日月光元大61購02,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
070779,亞翔元大5C購03,TW,0.0,246.0,0.0,0.0,0,0.0,0.0
070780,亞翔元大64購03,TW,0.0,87.0,0.0,0.0,0,0.0,0.0
070781,台郡元大5C購02,TW,0.0,-23.0,0.0,0.0,0,0.0,0.0
070782,台表科元大5C購01,TW,0.0,94.0,0.0,0.0,0,0.0,0.0
070784,康舒元大5C購03,TW,0.0,-50.0,0.0,0.0,0,0.0,0.0
070785,康舒元大61購08,TW,0.0,5.0,0.0,0.0,0,0.0,0.0
070786,康舒元大64購02,TW,0.0,-29.0,0.0,0.0,0,0.0,0.0
070787,緯穎元大5C購12,TW,0.0,150.0,0.0,0.0,0,0.0,0.0
070788,緯穎元大5C購13,TW,0.0,327.0,0.0,0.0,0,0.0,0.0
070789,緯穎元大61購14,TW,0.0,-7.0,0.0,0.0,0,0.0,0.0
070790,緯穎元大65購04,TW,0.0,-5.0,0.0,0.0,0,0.0,0.0
070791,AES元大61購05,TW,0.0,537.0,0.0,0.0,0,0.0,0.0
070792,AES元大64購03,TW,0.0,235.0,0.0,0.0,0,0.0,0.0
070793,富世達元大5C購02,TW,0.0,200.0,0.0,0.0,0,0.0,0.0
070795,晶豪科中信5C購01,TW,0.0,43.0,0.0,0.0,0,0.0,0.0
070796,緯創中信5C購01,TW,0.0,-310.0,0.0,0.0,0,0.0,0.0
070797,臺股指中信63購11,TW,0.0,4.0,0.0,0.0,0,0.0,0.0
070798,聯電永豐5C購04,TW,0.0,-521.0,0.0,0.0,0,0.0,0.0
070799,瑞昱永豐61購01,TW,0.0,-14.0,0.0,0.0,0,0.0,0.0
070800,友達永豐61購05,TW,0.0,58.0,0.0,0.0,0,0.0,0.0
070801,京元電永豐61購03,TW,0.0,15.0,0.0,0.0,0,0.0,0.0
070802,晶豪科永豐5C購06,TW,0.0,-14.0,0.0,0.0,0,0.0,0.0
070803,晶豪科永豐61購01,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
070804,晶豪科永豐64購01,TW,0.0,-84.0,0.0,0.0,0,0.0,0.0
070805,奇鋐永豐5C購10,TW,0.0,40.0,0.0,0.0,0,0.0,0.0
070806,緯創永豐61購03,TW,0.0,7.0,0.0,0.0,0,0.0,0.0
070807,新日興永豐5C購02,TW,0.0,-220.0,0.0,0.0,0,0.0,0.0
070808,十銓永豐5C購04,TW,0.0,121.0,0.0,0.0,0,0.0,0.0
070809,台表科永豐61購01,TW,0.0,-192.0,0.0,0.0,0,0.0,0.0
070810,啟碁永豐61購03,TW,0.0,70.0,0.0,0.0,0,0.0,0.0
070811,旭隼永豐64購01,TW,0.0,114.0,0.0,0.0,0,0.0,0.0
070813,T50正2凱基5C購07,TW,0.0,2273.0,0.0,0.0,0,0.0,0.0
070814,東元凱基5C購02,TW,0.0,-200.0,0.0,0.0,0,0.0,0.0
070815,華新凱基5C購05,TW,0.0,165.0,0.0,0.0,0,0.0,0.0
070816,光寶科凱基5C購06,TW,0.0,-29.0,0.0,0.0,0,0.0,0.0
070817,智邦凱基63購01,TW,0.0,296.0,0.0,0.0,0,0.0,0.0
070818,英業達凱基64購02,TW,0.0,-62.0,0.0,0.0,0,0.0,0.0
070819,技嘉凱基64購03,TW,0.0,181.0,0.0,0.0,0,0.0,0.0
070820,億光凱基5C購01,TW,0.0,349.0,0.0,0.0,0,0.0,0.0
070821,友達凱基5C購03,TW,0.0,-190.0,0.0,0.0,0,0.0,0.0
070822,第一金凱基5C購01,TW,0.0,114.0,0.0,0.0,0,0.0,0.0
070823,晶豪科凱基5C購03,TW,0.0,28.0,0.0,0.0,0,0.0,0.0
070824,奇鋐凱基5C購05,TW,0.0,-376.0,0.0,0.0,0,0.0,0.0
070825,增你強凱基5C購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070826,緯創凱基5C購08,TW,0.0,-1.0,0.0,0.0,0,0.0,0.0
070828,新日興凱基5C購04,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070829,日月光凱基5C購05,TW,0.0,197.0,0.0,0.0,0,0.0,0.0
070830,十銓凱基5C購04,TW,0.0,346.0,0.0,0.0,0,0.0,0.0
070831,亞翔凱基5C購02,TW,0.0,223.0,0.0,0.0,0,0.0,0.0
070832,台郡凱基5C購03,TW,0.0,204.0,0.0,0.0,0,0.0,0.0
070833,台表科凱基5C購01,TW,0.0,-30.0,0.0,0.0,0,0.0,0.0
070835,康舒凱基5C購04,TW,0.0,16.0,0.0,0.0,0,0.0,0.0
070837,旭隼凱基5C購02,TW,0.0,157.0,0.0,0.0,0,0.0,0.0
070838,旭隼凱基5C購03,TW,0.0,75.0,0.0,0.0,0,0.0,0.0
070839,緯穎凱基61購05,TW,0.0,-552.0,0.0,0.0,0,0.0,0.0
070840,富世達凱基5C購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070841,富世達凱基5C購02,TW,0.0,500.0,0.0,0.0,0,0.0,0.0
070842,富世達凱基5C購03,TW,0.0,-332.0,0.0,0.0,0,0.0,0.0
070843,富世達凱基5C購04,TW,0.0,-118.0,0.0,0.0,0,0.0,0.0
070845,松川凱基5C購02,TW,0.0,378.0,0.0,0.0,0,0.0,0.0
070846,至上凱基5C購01,TW,0.0,-42.0,0.0,0.0,0,0.0,0.0
070847,勤誠凱基5C購04,TW,0.0,100.0,0.0,0.0,0,0.0,0.0
070848,富鼎凱基5C購01,TW,0.0,-601.0,0.0,0.0,0,0.0,0.0
070849,臺股指凱基5C購24,TW,0.0,263.0,0.0,0.0,0,0.0,0.0
070850,臺股指凱基63購17,TW,0.0,723.0,0.0,0.0,0,0.0,0.0
070851,滬深2X群益5C購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070852,元金2X群益5C購03,TW,0.0,14.0,0.0,0.0,0,0.0,0.0
070853,道瓊銀群益62購09,TW,0.0,25.0,0.0,0.0,0,0.0,0.0
070854,聯電群益5C購02,TW,0.0,-599.0,0.0,0.0,0,0.0,0.0
070855,華通群益5C購04,TW,0.0,-208.0,0.0,0.0,0,0.0,0.0
070856,台積電群益5C購12,TW,0.0,-7.0,0.0,0.0,0,0.0,0.0
070858,微星群益65購01,TW,0.0,8.0,0.0,0.0,0,0.0,0.0
070859,瑞昱群益5C購01,TW,0.0,15.0,0.0,0.0,0,0.0,0.0
070860,興勤群益5C購01,TW,0.0,272.0,0.0,0.0,0,0.0,0.0
070861,京元電群益62購03,TW,0.0,87.0,0.0,0.0,0,0.0,0.0
070862,瑞軒群益5C購01,TW,0.0,-650.0,0.0,0.0,0,0.0,0.0
070863,富邦金群益61購02,TW,0.0,15.0,0.0,0.0,0,0.0,0.0
070864,國泰金群益61購02,TW,0.0,35.0,0.0,0.0,0,0.0,0.0
070865,中信金群益5C購01,TW,0.0,76.0,0.0,0.0,0,0.0,0.0
070866,晶豪科群益5C購06,TW,0.0,502.0,0.0,0.0,0,0.0,0.0
070867,晟銘電群益5C購02,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
070868,亞光群益5C購01,TW,0.0,72.0,0.0,0.0,0,0.0,0.0
070869,神達群益62購01,TW,0.0,113.0,0.0,0.0,0,0.0,0.0
070870,康舒群益5C購02,TW,0.0,-91.0,0.0,0.0,0,0.0,0.0
070873,友達富邦5C購04,TW,0.0,-15.0,0.0,0.0,0,0.0,0.0
070874,揚博富邦5C購01,TW,0.0,-35.0,0.0,0.0,0,0.0,0.0
070875,國泰金富邦61購01,TW,0.0,-6.0,0.0,0.0,0,0.0,0.0
070877,至上富邦5C購02,TW,0.0,4.0,0.0,0.0,0,0.0,0.0
070878,儒鴻國票5C購01,TW,0.0,-170.0,0.0,0.0,0,0.0,0.0
070879,士電國票5C購01,TW,0.0,-71.0,0.0,0.0,0,0.0,0.0
070882,東元國票5C購02,TW,0.0,-77.0,0.0,0.0,0,0.0,0.0
070883,中興電國票61購02,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070884,華新國票5C購02,TW,0.0,-15.0,0.0,0.0,0,0.0,0.0
070885,東鹼國票61購02,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070888,楠梓電國票61購02,TW,0.0,232.0,0.0,0.0,0,0.0,0.0
070891,佳世達國票61購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070892,技嘉國票5C購03,TW,0.0,-30.0,0.0,0.0,0,0.0,0.0
070893,漢唐國票61購01,TW,0.0,52.0,0.0,0.0,0,0.0,0.0
070894,友達國票5C購01,TW,0.0,71.0,0.0,0.0,0,0.0,0.0
070895,友達國票5C購02,TW,0.0,-3.0,0.0,0.0,0,0.0,0.0
070896,建準國票61購01,TW,0.0,80.0,0.0,0.0,0,0.0,0.0
070897,京元電國票5C購03,TW,0.0,178.0,0.0,0.0,0,0.0,0.0
070898,陽明國票5C購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070899,長榮航國票5C購01,TW,0.0,-33.0,0.0,0.0,0,0.0,0.0
070900,長榮航國票5C購02,TW,0.0,748.0,0.0,0.0,0,0.0,0.0
070901,奇鋐國票61購02,TW,0.0,-441.0,0.0,0.0,0,0.0,0.0
070902,信邦國票61購01,TW,0.0,13.0,0.0,0.0,0,0.0,0.0
070903,增你強國票61購01,TW,0.0,-6.0,0.0,0.0,0,0.0,0.0
070905,緯創國票61購02,TW,0.0,-24.0,0.0,0.0,0,0.0,0.0
070906,大銀國票61購01,TW,0.0,-7.0,0.0,0.0,0,0.0,0.0
070908,致伸國票61購01,TW,0.0,249.0,0.0,0.0,0,0.0,0.0
070909,中磊國票61購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
070910,飛捷國票61購01,TW,0.0,-145.0,0.0,0.0,0,0.0,0.0
070912,旭隼國票61購01,TW,0.0,-69.0,0.0,0.0,0,0.0,0.0
070913,旭隼國票61購02,TW,0.0,261.0,0.0,0.0,0,0.0,0.0
070916,惠特國票61購02,TW,0.0,-20.0,0.0,0.0,0,0.0,0.0
070917,松川國票61購01,TW,0.0,257.0,0.0,0.0,0,0.0,0.0
070918,東鹼台新5C購01,TW,0.0,-24.0,0.0,0.0,0,0.0,0.0
070919,東鹼台新5C購02,TW,0.0,-5.0,0.0,0.0,0,0.0,0.0
070920,中鋼台新5C購01,TW,0.0,-659.0,0.0,0.0,0,0.0,0.0
