代號,名稱,市場,漲幅%,5日籌碼,外資5日,投信5日,投信連買,5日集中%,預估量比
052488,金寶國票5A購01,TW,0.0,-17.0,0.0,0.0,0,0.0,0.0
052490,敬鵬國票58購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
052491,燿華國票58購01,TW,0.0,-91.0,0.0,0.0,0,0.0,0.0
052495,定穎控國票5A購01,TW,0.0,150.0,0.0,0.0,0,0.0,0.0
052496,定穎控國票61購01,TW,0.0,-22.0,0.0,0.0,0,0.0,0.0
052497,力成國票58購02,TW,0.0,79.0,0.0,0.0,0,0.0,0.0
052499,金寶國泰58購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
052502,康舒國泰58購01,TW,0.0,20.0,0.0,0.0,0,0.0,0.0
052509,SP黃豆元大58購01,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
052511,川湖元大5B購06,TW,0.0,27.0,0.0,0.0,0,0.0,0.0
052517,奇鋐統一5A購01,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
052524,華泰元大61購01,TW,0.0,202.0,0.0,0.0,0,0.0,0.0
052525,台積電元大5A購07,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
052558,至上元大58購04,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
052559,至上元大59購03,TW,0.0,314.0,0.0,0.0,0,0.0,0.0
052561,南茂元大5A購02,TW,0.0,-146.0,0.0,0.0,0,0.0,0.0
052562,南茂元大61購01,TW,0.0,11.0,0.0,0.0,0,0.0,0.0
052563,臺股指元大5A購10,TW,0.0,-1.0,0.0,0.0,0,0.0,0.0
052564,臺股指元大5B購09,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
052574,光寶科群益5C購01,TW,0.0,100.0,0.0,0.0,0,0.0,0.0
052585,三商壽群益59購01,TW,0.0,6.0,0.0,0.0,0,0.0,0.0
052588,昇貿群益59購01,TW,0.0,956.0,0.0,0.0,0,0.0,0.0
052595,臻鼎群益58購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
052597,祥碩群益59購02,TW,0.0,500.0,0.0,0.0,0,0.0,0.0
052609,東元元富61購01,TW,0.0,-1.0,0.0,0.0,0,0.0,0.0
052612,台達電元富61購01,TW,0.0,-12.0,-4.0,0.0,0,0.0,0.0
052616,台積電元富71購02,TW,0.0,11.0,0.0,0.0,0,0.0,0.0
052640,台化統一5B購01,TW,0.0,-2.0,0.0,0.0,0,0.0,0.0
052641,中砂統一61購02,TW,0.0,25.0,0.0,0.0,0,0.0,0.0
052644,金寶統一71購01,TW,0.0,-11.0,0.0,0.0,0,0.0,0.0
052646,華通統一61購03,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
052647,華通統一64購03,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
052648,鴻海統一65購01,TW,0.0,153.0,0.0,0.0,0,0.0,0.0
052649,所羅門統一5B購01,TW,0.0,62.0,0.0,0.0,0,0.0,0.0
052650,致茂統一63購01,TW,0.0,60.0,0.0,0.0,0,0.0,0.0
052651,致茂統一71購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
052652,台光電統一5B購02,TW,0.0,3.0,0.0,0.0,0,0.0,0.0
052653,超豐統一61購01,TW,0.0,38.0,0.0,0.0,0,0.0,0.0
052654,超豐統一71購01,TW,0.0,-744.0,0.0,0.0,0,0.0,0.0
052655,全新統一5C購01,TW,0.0,68.0,0.0,0.0,0,0.0,0.0
052656,揚博統一5B購01,TW,0.0,5.0,0.0,0.0,0,0.0,0.0
052658,揚博統一71購02,TW,0.0,217.0,0.0,0.0,0,0.0,0.0
052662,欣興統一61購03,TW,0.0,8.0,0.0,0.0,0,0.0,0.0
052663,欣興統一67購02,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
052664,欣興統一71購01,TW,0.0,-1.0,0.0,0.0,0,0.0,0.0
052665,益登統一71購01,TW,0.0,-22.0,0.0,0.0,0,0.0,0.0
052666,日電貿統一61購02,TW,0.0,28.0,0.0,0.0,0,0.0,0.0
052667,大量統一5B購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
052668,大量統一61購01,TW,0.0,-5.0,0.0,0.0,0,0.0,0.0
052670,大量統一64購01,TW,0.0,-1.0,0.0,0.0,0,0.0,0.0
052671,大量統一71購01,TW,0.0,-2.0,0.0,0.0,0,0.0,0.0
052672,大量統一71購02,TW,0.0,-31.0,0.0,0.0,0,0.0,0.0
052673,景碩統一5C購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
052675,嘉澤統一63購01,TW,0.0,-55.0,0.0,0.0,0,0.0,0.0
052676,世芯統一5C購02,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
052678,大銀統一64購01,TW,0.0,-3.0,0.0,0.0,0,0.0,0.0
052679,祥碩統一61購02,TW,0.0,-18.0,0.0,0.0,0,0.0,0.0
052680,亞翔統一61購01,TW,0.0,63.0,0.0,0.0,0,0.0,0.0
052682,精成科統一61購02,TW,0.0,206.0,0.0,0.0,0,0.0,0.0
052683,佳必琪統一61購01,TW,0.0,22.0,0.0,0.0,0,0.0,0.0
052684,今國光統一61購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
052685,今國光統一61購02,TW,0.0,48.0,0.0,0.0,0,0.0,0.0
052686,今國光統一71購02,TW,0.0,202.0,0.0,0.0,0,0.0,0.0
052687,力成統一64購01,TW,0.0,-20.0,0.0,0.0,0,0.0,0.0
052688,同欣電統一61購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
052690,康舒統一71購01,TW,0.0,-259.0,0.0,0.0,0,0.0,0.0
052692,富世達統一61購02,TW,0.0,159.0,0.0,0.0,0,0.0,0.0
052695,台虹統一61購02,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
052697,至上統一5C購04,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
052699,南茂統一61購02,TW,0.0,7.0,0.0,0.0,0,0.0,0.0
052700,南茂統一61購03,TW,0.0,80.0,0.0,0.0,0,0.0,0.0
052701,南茂統一64購01,TW,0.0,64.0,0.0,0.0,0,0.0,0.0
052702,南茂統一64購02,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
052703,南茂統一71購02,TW,0.0,-120.0,0.0,0.0,0,0.0,0.0
052705,新興兆豐59購01,TW,0.0,209.0,0.0,0.0,0,0.0,0.0
052706,大量兆豐59購01,TW,0.0,-18.0,0.0,0.0,0,0.0,0.0
052707,龍德船兆豐61購01,TW,0.0,82.0,0.0,0.0,0,0.0,0.0
052708,昇陽半兆豐59購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
052709,可寧衛兆豐61購01,TW,0.0,20.0,0.0,0.0,0,0.0,0.0
052712,大成鋼富邦5A購01,TW,0.0,129.0,0.0,0.0,0,0.0,0.0
052716,微星富邦5A購01,TW,0.0,268.0,0.0,0.0,0,0.0,0.0
052718,漢翔富邦59購02,TW,0.0,30.0,0.0,0.0,0,0.0,0.0
052746,華新國泰58購02,TW,0.0,36.0,0.0,0.0,0,0.0,0.0
052751,超豐國泰58購04,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
052755,國喬永豐59購01,TW,0.0,40.0,0.0,0.0,0,0.0,0.0
052756,金寶永豐58購01,TW,0.0,395.0,0.0,0.0,0,0.0,0.0
052759,燿華永豐59購02,TW,0.0,40.0,0.0,0.0,0,0.0,0.0
052763,奇鋐永豐61購02,TW,0.0,24.0,0.0,0.0,0,0.0,0.0
052765,臻鼎永豐58購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
052766,力成永豐58購02,TW,0.0,20.0,0.0,0.0,0,0.0,0.0
052767,AES永豐58購01,TW,0.0,14.0,0.0,0.0,0,0.0,0.0
052771,南亞統一61購04,TW,0.0,19.0,0.0,0.0,0,0.0,0.0
052772,南亞統一71購01,TW,0.0,5.0,0.0,0.0,0,0.0,0.0
052776,第一銅統一61購01,TW,0.0,-55.0,0.0,0.0,0,0.0,0.0
052778,金寶統一61購02,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
052779,金寶統一67購01,TW,0.0,-98.0,0.0,0.0,0,0.0,0.0
052781,華通統一63購02,TW,0.0,-21.0,0.0,0.0,0,0.0,0.0
052782,華泰統一71購01,TW,0.0,-90.0,0.0,0.0,0,0.0,0.0
052783,台積電統一61購04,TW,0.0,56.0,0.0,0.0,0,0.0,0.0
052786,台積電統一71購06,TW,0.0,182.0,0.0,0.0,0,0.0,0.0
052787,致茂統一61購02,TW,0.0,-9.0,0.0,0.0,0,0.0,0.0
052788,瑞昱統一61購01,TW,0.0,52.0,0.0,0.0,0,0.0,0.0
052789,瑞昱統一61購02,TW,0.0,3.0,0.0,0.0,0,0.0,0.0
052791,強茂統一71購01,TW,0.0,149.0,19.0,0.0,0,0.0,0.0
052792,智原統一61購01,TW,0.0,-21.0,0.0,0.0,0,0.0,0.0
052795,鴻海群益5A購01,TW,0.0,-9.0,0.0,0.0,0,0.0,0.0
052799,聯鈞統一61購02,TW,0.0,23.0,0.0,0.0,0,0.0,0.0
052800,貿聯統一61購03,TW,0.0,29.0,0.0,0.0,0,0.0,0.0
052801,臻鼎統一61購02,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
052802,祥碩統一71購01,TW,0.0,-1703.0,0.0,0.0,0,0.0,0.0
052805,力成統一61購02,TW,0.0,-9.0,0.0,0.0,0,0.0,0.0
052806,力成統一71購02,TW,0.0,-1195.0,0.0,0.0,0,0.0,0.0
052807,康舒統一61購01,TW,0.0,-255.0,0.0,0.0,0,0.0,0.0
052808,緯穎統一61購04,TW,0.0,-146.0,0.0,0.0,0,0.0,0.0
052809,龍德船統一61購02,TW,0.0,-397.0,0.0,0.0,0,0.0,0.0
052810,長華統一61購01,TW,0.0,-20.0,0.0,0.0,0,0.0,0.0
052811,至上統一71購01,TW,0.0,-54.0,0.0,0.0,0,0.0,0.0
052814,可寧衛統一61購02,TW,0.0,80.0,0.0,0.0,0,0.0,0.0
052815,可寧衛統一71購01,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
052816,可寧衛統一71購02,TW,0.0,-39.0,0.0,0.0,0,0.0,0.0
052820,華新凱基59購03,TW,0.0,147.0,0.0,0.0,0,0.0,0.0
052824,金寶凱基5A購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
052825,華通凱基61購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
052826,台積電凱基59購03,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
052829,漢唐凱基61購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
052831,日月光凱基58購04,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
052832,臻鼎凱基58購02,TW,0.0,58.0,0.0,0.0,0,0.0,0.0
052834,力成凱基59購04,TW,0.0,11.0,0.0,0.0,0,0.0,0.0
052837,緯穎凱基58購03,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
052840,勤誠凱基59購01,TW,0.0,22.0,0.0,0.0,0,0.0,0.0
052856,華泰元大59購02,TW,0.0,95.0,0.0,0.0,0,0.0,0.0
052859,燿華元大5A購02,TW,0.0,4.0,0.0,0.0,0,0.0,0.0
052881,矽格元大5A購01,TW,0.0,137.0,0.0,0.0,0,0.0,0.0
052887,南茂元大5A購03,TW,0.0,21.0,0.0,0.0,0,0.0,0.0
052890,可寧衛元大61購01,TW,0.0,100.0,0.0,0.0,0,0.0,0.0
052892,滬深2X群益5B購01,TW,0.0,-50.0,0.0,0.0,0,0.0,0.0
052894,亞德客群益5B購01,TW,0.0,-6.0,0.0,0.0,0,0.0,0.0
052900,金寶群益58購01,TW,0.0,60.0,0.0,0.0,0,0.0,0.0
052902,鴻海群益58購10,TW,0.0,187.0,0.0,0.0,0,0.0,0.0
052911,瑞昱群益59購01,TW,0.0,16.0,0.0,0.0,0,0.0,0.0
052918,和碩群益58購01,TW,0.0,36.0,0.0,0.0,0,0.0,0.0
052920,亞翔群益58購01,TW,0.0,151.0,0.0,0.0,0,0.0,0.0
052921,帆宣群益59購01,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
052923,力成群益58購02,TW,0.0,-1.0,0.0,0.0,0,0.0,0.0
052924,力成群益5A購02,TW,0.0,5.0,0.0,0.0,0,0.0,0.0
052932,康舒兆豐61購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
052933,保瑞兆豐59購01,TW,0.0,5.0,0.0,0.0,0,0.0,0.0
052934,士電國泰58購01,TW,0.0,20.0,0.0,0.0,0,0.0,0.0
052935,鴻海國泰5C購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
052937,瑞昱國泰58購02,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
052938,惠特國泰58購01,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
052939,可寧衛國泰5A購01,TW,0.0,29.0,0.0,0.0,0,0.0,0.0
052942,士電統一61購01,TW,0.0,-37.0,0.0,0.0,0,0.0,0.0
052943,士電統一61購02,TW,0.0,-118.0,0.0,0.0,0,0.0,0.0
052944,士電統一71購01,TW,0.0,-267.0,0.0,0.0,0,0.0,0.0
052945,士電統一71購02,TW,0.0,-104.0,0.0,0.0,0,0.0,0.0
052946,中興電統一61購01,TW,0.0,62.0,0.0,0.0,0,0.0,0.0
052947,中興電統一71購01,TW,0.0,-650.0,0.0,0.0,0,0.0,0.0
052948,中興電統一71購02,TW,0.0,226.0,0.0,0.0,0,0.0,0.0
052949,亞力統一64購01,TW,0.0,-54.0,0.0,0.0,0,0.0,0.0
052950,亞力統一71購01,TW,0.0,169.0,0.0,0.0,0,0.0,0.0
052951,華新統一61購04,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
052953,金寶統一5B購01,TW,0.0,74.0,0.0,0.0,0,0.0,0.0
052954,金寶統一61購03,TW,0.0,-34.0,0.0,0.0,0,0.0,0.0
052955,金寶統一64購01,TW,0.0,-2.0,0.0,0.0,0,0.0,0.0
052956,金寶統一64購02,TW,0.0,8.0,0.0,0.0,0,0.0,0.0
052957,金寶統一71購02,TW,0.0,-81.0,0.0,0.0,0,0.0,0.0
052958,國巨統一61購01,TW,0.0,-11.0,0.0,0.0,0,0.0,0.0
052959,國巨統一61購02,TW,0.0,41.0,0.0,0.0,0,0.0,0.0
052963,精英統一61購02,TW,0.0,14.0,0.0,0.0,0,0.0,0.0
052964,漢唐統一61購02,TW,0.0,-14.0,0.0,0.0,0,0.0,0.0
052965,漢唐統一63購02,TW,0.0,71.0,0.0,0.0,0,0.0,0.0
052966,超豐統一71購02,TW,0.0,1020.0,0.0,0.0,0,0.0,0.0
052967,全新統一5C購02,TW,0.0,61.0,0.0,0.0,0,0.0,0.0
052969,強茂統一61購01,TW,0.0,5.0,0.0,0.0,0,0.0,0.0
052975,力成統一71購03,TW,0.0,-160.0,0.0,0.0,0,0.0,0.0
052976,康舒統一61購02,TW,0.0,66.0,0.0,0.0,0,0.0,0.0
052978,康舒統一61購04,TW,0.0,30.0,0.0,0.0,0,0.0,0.0
052979,康舒統一65購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
052980,緯穎統一71購01,TW,0.0,-25.0,0.0,0.0,0,0.0,0.0
052981,洋基統一61購01,TW,0.0,566.0,0.0,0.0,0,0.0,0.0
052982,惠特統一61購01,TW,0.0,-30.0,0.0,0.0,0,0.0,0.0
052983,惠特統一61購02,TW,0.0,-166.0,0.0,0.0,0,0.0,0.0
052985,雲豹統一61購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
052986,雲豹統一71購01,TW,0.0,-30.0,0.0,0.0,0,0.0,0.0
052987,兆聯統一61購01,TW,0.0,-212.0,0.0,0.0,0,0.0,0.0
052988,兆聯統一71購01,TW,0.0,130.0,0.0,0.0,0,0.0,0.0
052990,勤誠統一61購01,TW,0.0,-60.0,0.0,0.0,0,0.0,0.0
052995,道瓊銀永豐5C購01,TW,0.0,-9.0,0.0,0.0,0,0.0,0.0
053002,凱美永豐58購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
053005,盟立永豐58購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
053007,奇鋐永豐61購03,TW,0.0,4.0,0.0,0.0,0,0.0,0.0
053014,日電貿永豐58購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
053023,三集瑞永豐5B購01,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
053024,勤誠永豐59購01,TW,0.0,-105.0,0.0,0.0,0,0.0,0.0
053026,台灣50富邦67購01,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
053027,台達電富邦71購01,TW,0.0,23.0,0.0,0.0,0,0.0,0.0
053030,鴻海富邦71購01,TW,0.0,1449.0,0.0,0.0,0,0.0,0.0
053031,國巨富邦58購03,TW,0.0,75.0,0.0,0.0,0,0.0,0.0
053033,台積電富邦71購01,TW,0.0,83.0,0.0,0.0,0,0.0,0.0
053034,聯發科富邦71購01,TW,0.0,-4.0,0.0,0.0,0,0.0,0.0
053038,洋基富邦5C購01,TW,0.0,400.0,0.0,0.0,0,0.0,0.0
053039,惠特富邦59購01,TW,0.0,689.0,0.0,0.0,0,0.0,0.0
053041,日本反凱基61購01,TW,0.0,-770.0,-292.0,0.0,0,0.0,0.0
053044,台達電凱基58購04,TW,0.0,-8.0,0.0,0.0,0,0.0,0.0
053047,華泰凱基59購01,TW,0.0,29.0,0.0,0.0,0,0.0,0.0
053050,瑞昱凱基58購01,TW,0.0,270.0,0.0,0.0,0,0.0,0.0
053122,道瓊銅群益61購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
053130,金寶群益58購02,TW,0.0,499.0,0.0,0.0,0,0.0,0.0
053136,漢唐群益59購02,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
053151,金寶國票58購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
053152,仁寶國票58購01,TW,0.0,100.0,0.0,0.0,0,0.0,0.0
053156,漢唐國票5C購01,TW,0.0,-370.0,0.0,0.0,0,0.0,0.0
053159,兆赫國票59購01,TW,0.0,98.0,0.0,0.0,0,0.0,0.0
053160,晶技國票58購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
053162,聯鈞國票58購03,TW,0.0,5.0,0.0,0.0,0,0.0,0.0
053164,日月光國票58購02,TW,0.0,4.0,0.0,0.0,0,0.0,0.0
053165,力成國票58購03,TW,0.0,20.0,0.0,0.0,0,0.0,0.0
053170,兆聯國票58購01,TW,0.0,26.0,0.0,0.0,0,0.0,0.0
053171,致新國票58購01,TW,0.0,70.0,0.0,0.0,0,0.0,0.0
053177,泰金寶國票58購01,TW,0.0,6.0,0.0,0.0,0,0.0,0.0
053178,巨大國票58購01,TW,0.0,-100.0,0.0,0.0,0,0.0,0.0
053184,華通國票5A購01,TW,0.0,-189.0,0.0,0.0,0,0.0,0.0
053185,華通國票62購01,TW,0.0,-95.0,0.0,0.0,0,0.0,0.0
053190,南茂國票58購02,TW,0.0,19.0,0.0,0.0,0,0.0,0.0
053192,電子類國票58購02,TW,0.0,100.0,0.0,0.0,0,0.0,0.0
053196,台達電國泰58購02,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
053197,國巨國泰58購02,TW,0.0,16.0,0.0,0.0,0,0.0,0.0
053205,台塑永豐5A購01,TW,0.0,-14.0,0.0,0.0,0,0.0,0.0
053208,東元永豐5A購02,TW,0.0,-222.0,0.0,0.0,0,0.0,0.0
053209,華新永豐59購01,TW,0.0,-800.0,0.0,0.0,0,0.0,0.0
053210,永光永豐5B購01,TW,0.0,8.0,0.0,0.0,0,0.0,0.0
053212,金寶永豐59購01,TW,0.0,-422.0,0.0,0.0,0,0.0,0.0
053214,國巨永豐58購03,TW,0.0,20.0,0.0,0.0,0,0.0,0.0
053220,達邁永豐59購01,TW,0.0,-9.0,0.0,0.0,0,0.0,0.0
053221,大銀永豐59購01,TW,0.0,-25.0,0.0,0.0,0,0.0,0.0
053228,T50正2富邦61購06,TW,0.0,5.0,0.0,0.0,0,0.0,0.0
053232,東元富邦5C購01,TW,0.0,14.0,0.0,0.0,0,0.0,0.0
053233,金寶富邦5C購01,TW,0.0,6.0,0.0,0.0,0,0.0,0.0
053237,永豐金富邦59購01,TW,0.0,32.0,0.0,0.0,0,0.0,0.0
053239,健鼎富邦59購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
053242,亞翔富邦61購01,TW,0.0,3.0,0.0,0.0,0,0.0,0.0
053244,矽格富邦59購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
053247,臺股指富邦64購03,TW,0.0,14.0,0.0,0.0,0,0.0,0.0
053252,華通元富5A購02,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
053257,道瓊銀統一63購01,TW,0.0,-954.0,0.0,0.0,0,0.0,0.0
053258,南亞統一71購02,TW,0.0,78.0,0.0,0.0,0,0.0,0.0
053259,中興電統一61購02,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
053260,亞力統一71購02,TW,0.0,-315.0,0.0,0.0,0,0.0,0.0
053261,台玻統一64購01,TW,0.0,9.0,19.0,0.0,0,0.0,0.0
053262,台玻統一71購01,TW,0.0,77.0,0.0,0.0,0,0.0,0.0
053263,第一銅統一71購01,TW,0.0,-14.0,0.0,0.0,0,0.0,0.0
053264,上銀統一61購01,TW,0.0,20.0,0.0,0.0,0,0.0,0.0
053265,光寶科統一61購01,TW,0.0,82.0,0.0,0.0,0,0.0,0.0
053266,聯電統一71購01,TW,0.0,-103.0,0.0,0.0,0,0.0,0.0
053267,聯電統一71購02,TW,0.0,-21.0,0.0,0.0,0,0.0,0.0
053268,金寶統一71購03,TW,0.0,66.0,0.0,0.0,0,0.0,0.0
053269,國巨統一61購03,TW,0.0,21.0,0.0,0.0,0,0.0,0.0
053270,國巨統一71購01,TW,0.0,-6.0,-63.0,0.0,0,0.0,0.0
053273,大同統一71購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
053276,志聖統一61購03,TW,0.0,-9.0,0.0,0.0,0,0.0,0.0
053277,益登統一61購01,TW,0.0,-57.0,0.0,0.0,0,0.0,0.0
053278,昇貿統一71購01,TW,0.0,88.0,0.0,0.0,0,0.0,0.0
053279,矽格統一61購01,TW,0.0,17.0,0.0,0.0,0,0.0,0.0
053280,康舒統一71購02,TW,0.0,13.0,0.0,0.0,0,0.0,0.0
053281,洋基統一71購01,TW,0.0,784.0,0.0,0.0,0,0.0,0.0
053282,惠特統一61購03,TW,0.0,20.0,0.0,0.0,0,0.0,0.0
053283,惠特統一71購01,TW,0.0,-50.0,0.0,0.0,0,0.0,0.0
053284,富世達統一61購03,TW,0.0,220.0,0.0,0.0,0,0.0,0.0
053285,振樺電統一61購01,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
053286,T50反1凱基63購01,TW,0.0,-2.0,0.0,0.0,0,0.0,0.0
053295,台玻凱基59購01,TW,0.0,3.0,0.0,0.0,0,0.0,0.0
053302,華泰凱基61購01,TW,0.0,4.0,0.0,0.0,0,0.0,0.0
053310,牧德凱基5A購01,TW,0.0,175.0,0.0,0.0,0,0.0,0.0
053313,南茂凱基5A購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
053315,元黃金群益63購01,TW,0.0,30.0,0.0,0.0,0,0.0,0.0
053316,道瓊銀群益63購01,TW,0.0,-579.0,0.0,0.0,0,0.0,0.0
053321,廣宇群益59購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
053332,臺股指群益58購14,TW,0.0,47.0,0.0,0.0,0,0.0,0.0
053335,台灣50元大61購01,TW,0.0,12.0,0.0,0.0,0,0.0,0.0
053338,道瓊銀元大59購04,TW,0.0,255.0,0.0,0.0,0,0.0,0.0
053354,鴻海元大5C購03,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
053358,華城統一5A購02,TW,0.0,-1.0,0.0,0.0,0,0.0,0.0
053359,華泰元大5B購01,TW,0.0,-20.0,0.0,0.0,0,0.0,0.0
053375,漢唐元大59購04,TW,0.0,18.0,0.0,0.0,0,0.0,0.0
053382,健鼎元大5A購01,TW,0.0,30.0,0.0,0.0,0,0.0,0.0
053384,亞翔元大5C購01,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
053388,矽格元大5A購02,TW,0.0,111.0,0.0,0.0,0,0.0,0.0
053402,台積電永豐61購05,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
053404,凱美永豐59購01,TW,0.0,-54.0,0.0,0.0,0,0.0,0.0
053413,世芯永豐61購01,TW,0.0,72.0,0.0,0.0,0,0.0,0.0
053414,帆宣永豐58購02,TW,0.0,5.0,0.0,0.0,0,0.0,0.0
053417,惠特永豐59購01,TW,0.0,250.0,0.0,0.0,0,0.0,0.0
053421,台玻兆豐59購01,TW,0.0,5.0,0.0,0.0,0,0.0,0.0
053422,台積電兆豐58購01,TW,0.0,31.0,0.0,0.0,0,0.0,0.0
053423,漢唐兆豐61購02,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
053424,聯發科兆豐5B購01,TW,0.0,14.0,0.0,0.0,0,0.0,0.0
053427,神達兆豐59購01,TW,0.0,-8.0,0.0,0.0,0,0.0,0.0
053430,臻鼎兆豐61購01,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
053436,中鋼富邦59購02,TW,0.0,-3471.0,0.0,0.0,0,0.0,0.0
053437,光寶科富邦61購02,TW,0.0,51.0,0.0,0.0,0,0.0,0.0
053438,仁寶富邦59購01,TW,0.0,15.0,0.0,0.0,0,0.0,0.0
053441,漢唐富邦5A購02,TW,0.0,-343.0,0.0,0.0,0,0.0,0.0
053443,京元電富邦61購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
053446,奇鋐富邦59購01,TW,0.0,180.0,0.0,0.0,0,0.0,0.0
053450,世芯富邦59購03,TW,0.0,74.0,0.0,0.0,0,0.0,0.0
053452,日月光富邦61購02,TW,0.0,1.0,0.0,0.0,0,0.0,0.0
053453,材料富邦5A購01,TW,0.0,98.0,0.0,0.0,0,0.0,0.0
053455,祥碩富邦59購01,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
053456,祥碩富邦5A購01,TW,0.0,2.0,0.0,0.0,0,0.0,0.0
053458,AES富邦59購03,TW,0.0,245.0,0.0,0.0,0,0.0,0.0
053462,金寶國泰58購02,TW,0.0,95.0,0.0,0.0,0,0.0,0.0
053463,金寶國泰58購03,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
053464,友達國泰58購04,TW,0.0,61.0,0.0,0.0,0,0.0,0.0
053488,漢唐凱基61購02,TW,0.0,-87.0,0.0,0.0,0,0.0,0.0
053489,友達凱基59購02,TW,0.0,-3.0,0.0,0.0,0,0.0,0.0
053492,強茂凱基58購04,TW,0.0,-10.0,0.0,0.0,0,0.0,0.0
053503,道瓊銀統一64購01,TW,0.0,-45.0,0.0,0.0,0,0.0,0.0
053504,台塑統一61購02,TW,0.0,-15.0,0.0,0.0,0,0.0,0.0
053505,台塑統一71購01,TW,0.0,-36.0,0.0,0.0,0,0.0,0.0
053506,南亞統一61購05,TW,0.0,10.0,0.0,0.0,0,0.0,0.0
053507,南亞統一67購01,TW,0.0,3.0,0.0,0.0,0,0.0,0.0
053509,東陽統一64購01,TW,0.0,78.0,0.0,0.0,0,0.0,0.0
053510,亞力統一64購02,TW,0.0,12.0,0.0,0.0,0,0.0,0.0
053513,中砂統一71購01,TW,0.0,-32.0,0.0,0.0,0,0.0,0.0
053514,台玻統一5C購02,TW,0.0,0.0,0.0,0.0,0,0.0,0.0
053515,台玻統一61購03,TW,0.0,26.0,0.0,0.0,0,0.0,0.0
053516,台玻統一64購02,TW,0.0,15.0,0.0,0.0,0,0.0,0.0
053517,台達電統一61購03,TW,0.0,45.0,0.0,0.0,0,0.0,0.0
053518,台達電統一71購02,TW,0.0,1473.0,0.0,0.0,0,0.0,0.0
