date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
4/23,2454,凱基-台北,9268,1139,1401,-262,1.08,5,sell
4/23,2454,永豐金證券,0039004100300030,460,164,296,1.22,6,buy
4/23,2454,元大-土城永寧,9875,5,224,-219,0.9,6,sell
4/23,2454,凱基-信義,9216,322,41,281,1.16,7,buy
4/23,2454,元大-板橋,0039003800390043,4,207,-203,0.83,7,sell
4/23,2454,國票-敦北法人,0037003700390063,334,101,233,0.96,8,buy
4/23,2454,摩根大通,8440,1492,1673,-181,0.74,8,sell
4/23,2454,宏遠證券,1260,225,11,214,0.88,9,buy
4/23,2454,港商麥格理,1360,96,277,-181,0.74,9,sell
4/23,2454,康和,8450,203,1,202,0.83,10,buy
4/23,2454,港商野村,1560,462,637,-175,0.72,10,sell
4/23,2454,華南永昌,9300,301,165,136,0.56,11,buy
4/23,2454,台新,0039004200300030,100,264,-164,0.67,11,sell
4/23,2454,凱基,9200,575,441,134,0.55,12,buy
4/23,2454,元大-士林,003900380031006a,61,222,-161,0.66,12,sell
4/23,2454,元大-北投,0039003800390041,144,15,129,0.53,13,buy
4/23,2454,彰銀,1230,6,134,-128,0.53,13,sell
4/23,2454,統一,5850,602,493,109,0.45,14,buy
4/23,2454,富邦-南屯,9666,7,109,-102,0.42,14,sell
4/23,2454,統一-城中,5854,115,7,108,0.44,15,buy
4/23,2454,元大-嘉義,0039003800390067,18,109,-91,0.37,15,sell
4/23,2308,美林,1440,1816,449,1367,12.8,1,buy
4/23,2308,台灣摩根士丹利,1470,135,1312,-1177,11.02,1,sell
4/23,2308,凱基,9200,213,37,176,1.65,2,buy
4/23,2308,新加坡商瑞銀,1650,405,1349,-944,8.84,2,sell
4/23,2308,統一,5850,207,59,148,1.39,3,buy
4/23,2308,美商高盛,1480,263,918,-655,6.13,3,sell
4/23,2308,台新,0039004200300030,158,17,141,1.32,4,buy
4/23,2308,花旗環球,1590,66,585,-519,4.86,4,sell
4/23,2308,富邦證券,9600,293,168,125,1.17,5,buy
4/23,2308,港商麥格理,1360,162,334,-172,1.61,5,sell
4/23,2308,土銀,1030,123,2,121,1.13,6,buy
4/23,2308,摩根大通,8440,640,757,-117,1.1,6,sell
4/23,2308,富邦-南員林,0039003600310052,100,2,98,0.92,7,buy
4/23,2308,永豐金-匯立,0039004100380031,51,164,-113,1.06,7,sell
4/23,2308,永豐金證券,0039004100300030,110,24,86,0.81,8,buy
4/23,2308,台新-台北,0039004200320030,6,65,-59,0.55,8,sell
4/23,2308,凱基-台北,9268,576,493,83,0.78,9,buy
4/23,2308,兆豐證券,7000,2,59,-57,0.53,9,sell
4/23,2308,國泰-敦南,8888,156,80,76,0.71,10,buy
4/23,2308,大和國泰,8890,0,56,-56,0.52,10,sell
4/23,2308,新光,8560,119,64,55,0.51,11,buy
4/23,2308,香港上海匯豐,8960,1,49,-48,0.45,11,sell
4/23,2308,元大-板橋,0039003800390043,56,2,54,0.51,12,buy
4/23,2308,國票-敦北法人,0037003700390063,3,46,-43,0.4,12,sell
4/23,2308,華南永昌,9300,113,59,54,0.51,13,buy
4/23,2308,合庫證券,1020,8,46,-38,0.36,13,sell
4/23,2308,台新-府城,0039004200320039,41,1,40,0.37,14,buy
4/23,2308,國泰證券,8880,242,279,-37,0.35,14,sell
4/23,2308,中國信託-三重,6161,93,53,40,0.37,15,buy
4/23,2308,日進,5660,1,29,-28,0.26,15,sell
4/23,2382,台灣摩根士丹利,1470,1044,170,874,4.74,1,buy
4/23,2382,花旗環球,1590,100,1444,-1344,7.29,1,sell
4/23,2382,華南永昌-中正,9359,807,9,798,4.33,2,buy
4/23,2382,新加坡商瑞銀,1650,1559,2288,-729,3.95,2,sell
4/23,2382,永豐金-匯立,0039004100380031,532,0,532,2.89,3,buy
4/23,2382,美林,1440,427,1076,-649,3.52,3,sell
4/23,2382,美商高盛,1480,1437,983,454,2.46,4,buy
4/23,2382,凱基-中山,9229,3,619,-616,3.34,4,sell
4/23,2382,華南永昌-高雄,9303,400,17,383,2.08,5,buy
4/23,2382,富邦證券,9600,191,697,-506,2.74,5,sell
4/23,2382,港商野村,1560,211,47,164,0.89,6,buy
4/23,2382,凱基-台北,9268,1170,1601,-431,2.34,6,sell
4/23,2382,國泰-敦南,8888,291,153,138,0.75,7,buy
4/23,2382,元大-館前,003900380034004b,10,275,-265,1.44,7,sell
4/23,2382,永豐金證券,0039004100300030,271,141,130,0.7,8,buy
4/23,2382,中國信託,6160,44,292,-248,1.34,8,sell
4/23,2382,國泰證券,8880,149,32,117,0.63,9,buy
4/23,2382,摩根大通,8440,1054,1288,-234,1.27,9,sell
4/23,2382,台新,0039004200300030,171,88,83,0.45,10,buy
4/23,2382,第一金-高雄,5383,12,160,-148,0.8,10,sell
4/23,2382,國泰-桃園,8885,87,21,66,0.36,11,buy
4/23,2382,港商麥格理,1360,0,77,-77,0.42,11,sell
4/23,2382,兆豐-北高雄,0037003000300049,63,2,61,0.33,12,buy
4/23,2382,兆豐證券,7000,3,77,-74,0.4,12,sell
4/23,2382,新光-桃園,8565,79,20,59,0.32,13,buy
4/23,2382,富邦-彰化,0039003600350055,13,85,-72,0.39,13,sell
4/23,2382,香港上海匯豐,8960,60,1,59,0.32,14,buy
4/23,2382,群益金鼎,9100,35,104,-69,0.37,14,sell
4/23,2382,宏遠證券,1260,63,10,53,0.29,15,buy
4/23,2382,第一金-台南,5384,58,125,-67,0.36,15,sell
4/23,2891,台灣摩根士丹利,1470,6450,1103,5347,14.72,1,buy
4/23,2891,元大證券,9800,1365,5508,-4143,11.41,1,sell
4/23,2891,港商麥格理,1360,4132,0,4132,11.38,2,buy
4/23,2891,富邦證券,9600,346,3538,-3192,8.79,2,sell
4/23,2891,港商野村,1560,3206,302,2904,8.0,3,buy
4/23,2891,凱基,9200,319,2144,-1825,5.03,3,sell
4/23,2891,美商高盛,1480,4511,2235,2276,6.27,4,buy
4/23,2891,群益金鼎,9100,0,1138,-1138,3.13,4,sell
4/23,2891,凱基-台北,9268,1620,243,1377,3.79,5,buy
4/23,2891,摩根大通,8440,2683,3448,-765,2.11,5,sell
4/23,2891,玉山證券,8840,796,35,761,2.1,6,buy
4/23,2891,美林,1440,1097,1629,-532,1.46,6,sell
4/23,2891,永豐金-匯立,0039004100380031,574,0,574,1.58,7,buy
4/23,2891,永豐金證券,0039004100300030,1954,2288,-334,0.92,7,sell
4/23,2891,花旗環球,1590,1028,633,395,1.09,8,buy
4/23,2891,新加坡商瑞銀,1650,1676,2006,-330,0.91,8,sell
4/23,2891,統一,5850,318,3,315,0.87,9,buy
4/23,2891,新光-桃園,8565,2,307,-305,0.84,9,sell
4/23,2891,元大-大天母,9893,302,10,292,0.8,10,buy
4/23,2891,凱基-高雄,9206,10,226,-216,0.59,10,sell
4/23,2891,法銀巴黎,8900,298,19,279,0.77,11,buy
4/23,2891,國泰-敦南,8888,125,340,-215,0.59,11,sell
4/23,2891,香港上海匯豐,8960,156,0,156,0.43,12,buy
4/23,2891,元大-新盛,9869,1,214,-213,0.59,12,sell
4/23,2891,中國信託,6160,171,117,54,0.15,13,buy
4/23,2891,第一金,5380,0,201,-201,0.55,13,sell
4/23,2891,富邦-台東,9608,50,0,50,0.14,14,buy
4/23,2891,華南永昌,9300,6,193,-187,0.51,14,sell
4/23,2891,國泰-台中,8882,82,36,46,0.13,15,buy
4/23,2891,永豐金-鳳山,0039004100360031,0,146,-146,0.4,15,sell
4/23,2881,美商高盛,1480,7106,542,6564,27.82,1,buy
4/23,2881,花旗環球,1590,82,1788,-1706,7.23,1,sell
4/23,2881,港商野村,1560,2531,55,2476,10.49,2,buy
4/23,2881,元大證券,9800,890,2461,-1571,6.66,2,sell
4/23,2881,摩根大通,8440,1951,360,1591,6.74,3,buy
4/23,2881,美林,1440,450,1983,-1533,6.5,3,sell
4/23,2881,港商麥格理,1360,1171,0,1171,4.96,4,buy
4/23,2881,台新,0039004200300030,19,1057,-1038,4.4,4,sell
4/23,2881,凱基-台北,9268,1804,647,1157,4.9,5,buy
4/23,2881,凱基,9200,5,750,-745,3.16,5,sell
4/23,2881,台灣摩根士丹利,1470,1772,804,968,4.1,6,buy
4/23,2881,國泰-高雄,8881,37,310,-273,1.16,6,sell
4/23,2881,永豐金證券,0039004100300030,828,205,623,2.64,7,buy
4/23,2881,中國信託,6160,55,319,-264,1.12,7,sell
4/23,2881,富邦-建國,9658,273,75,198,0.84,8,buy
4/23,2881,合庫-鳳山,1029,0,214,-214,0.91,8,sell
4/23,2881,法銀巴黎,8900,184,2,182,0.77,9,buy
4/23,2881,國票-博愛,003700370039007a,0,201,-201,0.85,9,sell
4/23,2881,新加坡商瑞銀,1650,728,554,174,0.74,10,buy
4/23,2881,元大-北投,0039003800390041,1,202,-201,0.85,10,sell
4/23,2881,康和-新竹,8456,150,1,149,0.63,11,buy
4/23,2881,台新-中港,0039004200320069,0,200,-200,0.85,11,sell
4/23,2881,凱基-站前,0039003200300046,155,26,129,0.55,12,buy
4/23,2881,兆豐證券,7000,19,204,-185,0.78,12,sell
4/23,2881,(牛牛牛)亞-鑫豐,0036003000310064,167,62,105,0.45,13,buy
4/23,2881,元大-館前,003900380034004b,0,174,-174,0.74,13,sell
4/23,2881,臺銀,1040,86,10,76,0.32,14,buy
4/23,2881,元大-中山北路,0039003800300061,2,159,-157,0.67,14,sell
4/23,2881,宏遠-高雄,0031003200360051,70,1,69,0.29,15,buy
4/23,2881,元大-竹北,0039003800310042,2,158,-156,0.66,15,sell
4/23,2882,港商麥格理,1360,8511,0,8511,26.45,1,buy
4/23,2882,台灣摩根士丹利,1470,545,4706,-4161,12.93,1,sell
4/23,2882,美商高盛,1480,6027,1835,4192,13.03,2,buy
4/23,2882,元大證券,9800,1092,3054,-1962,6.1,2,sell
4/23,2882,群益金鼎,9100,4286,106,4180,12.99,3,buy
4/23,2882,美林,1440,1113,3020,-1907,5.93,3,sell
4/23,2882,新加坡商瑞銀,1650,2267,1533,734,2.28,4,buy
4/23,2882,花旗環球,1590,619,2236,-1617,5.03,4,sell
4/23,2882,國票-敦北法人,0037003700390063,665,50,615,1.91,5,buy
4/23,2882,康和,8450,0,1505,-1505,4.68,5,sell
4/23,2882,凱基,9200,1395,1000,395,1.23,6,buy
4/23,2882,凱基-台北,9268,897,2364,-1467,4.56,6,sell
4/23,2882,富邦證券,9600,572,204,368,1.14,7,buy
4/23,2882,第一金-員林,5381,0,1205,-1205,3.75,7,sell
4/23,2882,法銀巴黎,8900,227,21,206,0.64,8,buy
4/23,2882,永豐金證券,0039004100300030,251,1431,-1180,3.67,8,sell
4/23,2882,元大-三重,0039003800380043,240,105,135,0.42,9,buy
4/23,2882,元大-大同,0039003800390047,0,545,-545,1.69,9,sell
4/23,2882,元大-林森,0039003800330042,80,0,80,0.25,10,buy
4/23,2882,摩根大通,8440,1319,1786,-467,1.45,10,sell
4/23,2882,華南永昌,9300,87,7,80,0.25,11,buy
4/23,2882,兆豐證券,7000,0,220,-220,0.68,11,sell
4/23,2882,日茂,5960,60,2,58,0.18,12,buy
4/23,2882,元大-員林中山,9835,1,220,-219,0.68,12,sell
4/23,2882,國票證券,7790,56,0,56,0.17,13,buy
4/23,2882,第一金-高雄,5383,1,200,-199,0.62,13,sell
4/23,2882,永豐金-匯立,0039004100380031,41,0,41,0.13,14,buy
4/23,2882,國泰證券,8880,80,261,-181,0.56,14,sell
4/23,2882,兆豐-彰化,0037003000300064,42,2,40,0.12,15,buy
4/23,2882,元大-六合,0039003800320043,0,134,-134,0.42,15,sell
4/23,2303,新加坡商瑞銀,1650,19664,3193,16471,7.07,1,buy
4/23,2303,凱基-台北,9268,14701,23021,-8320,3.57,1,sell
4/23,2303,台灣摩根士丹利,1470,13337,945,12392,5.32,2,buy
4/23,2303,永豐金-敦南,0039004100380046,94,2384,-2290,0.98,2,sell
4/23,2303,富邦證券,9600,13044,3002,10042,4.31,3,buy
4/23,2303,國泰-敦南,8888,4442,6485,-2043,0.88,3,sell
4/23,2303,美商高盛,1480,15877,6474,9403,4.04,4,buy
4/23,2303,凱基,9200,1116,2962,-1846,0.79,4,sell
4/23,2303,摩根大通,8440,10631,4940,5691,2.44,5,buy
4/23,2303,台新,0039004200300030,1496,3188,-1692,0.73,5,sell
4/23,2303,美林,1440,11812,8087,3725,1.6,6,buy
4/23,2303,元大證券,9800,16157,17596,-1439,0.62,6,sell
4/23,2303,凱基-站前,0039003200300046,5747,2517,3230,1.39,7,buy
4/23,2303,兆豐證券,7000,230,1568,-1338,0.57,7,sell
4/23,2303,統一,5850,2833,1142,1691,0.73,8,buy
4/23,2303,群益金鼎-永和,003900310038004a,1065,2128,-1063,0.46,8,sell
4/23,2303,港商野村,1560,2051,384,1667,0.72,9,buy
4/23,2303,富邦-新店,9661,462,1240,-778,0.33,9,sell
4/23,2303,永豐金證券,0039004100300030,3173,1621,1552,0.67,10,buy
4/23,2303,第一金-路竹,0035003300380050,100,838,-738,0.32,10,sell
4/23,2303,中國信託,6160,2159,663,1496,0.64,11,buy
4/23,2303,富邦-仁愛,9676,398,1097,-699,0.3,11,sell
4/23,2303,花旗環球,1590,4157,3054,1103,0.47,12,buy
4/23,2303,國票-安和,003700370039005a,140,812,-672,0.29,12,sell
4/23,2303,富邦-嘉義,9692,2689,1658,1031,0.44,13,buy
4/23,2303,新光,8560,1122,1773,-651,0.28,13,sell
4/23,2303,元大-台中,9812,1140,246,894,0.38,14,buy
4/23,2303,永豐金-匯立,0039004100380031,50,653,-603,0.26,14,sell
4/23,2303,大和國泰,8890,754,46,708,0.3,15,buy
4/23,2303,光和-溪湖,6381,29,595,-566,0.24,15,sell
4/23,3711,摩根大通,8440,3734,1383,2351,14.54,1,buy
4/23,3711,台灣摩根士丹利,1470,568,2655,-2087,12.91,1,sell
4/23,3711,永豐金-匯立,0039004100380031,1522,122,1400,8.66,2,buy
4/23,3711,元大證券,9800,299,1329,-1030,6.37,2,sell
4/23,3711,香港上海匯豐,8960,629,10,619,3.83,3,buy
4/23,3711,港商麥格理,1360,94,1079,-985,6.09,3,sell
4/23,3711,美林,1440,1023,559,464,2.87,4,buy
4/23,3711,台新-台北,0039004200320030,26,903,-877,5.42,4,sell
4/23,3711,永豐金證券,0039004100300030,370,130,240,1.48,5,buy
4/23,3711,美商高盛,1480,170,935,-765,4.73,5,sell
4/23,3711,國票-敦北法人,0037003700390063,109,3,106,0.66,6,buy
4/23,3711,凱基-台北,9268,843,1362,-519,3.21,6,sell
4/23,3711,元大-雙和,9874,106,4,102,0.63,7,buy
4/23,3711,新加坡商瑞銀,1650,754,1137,-383,2.37,7,sell
4/23,3711,富邦證券,9600,151,51,100,0.62,8,buy
4/23,3711,大和國泰,8890,33,391,-358,2.21,8,sell
4/23,3711,第一金-高雄,5383,82,1,81,0.5,9,buy
4/23,3711,花旗環球,1590,29,324,-295,1.82,9,sell
4/23,3711,國泰-敦南,8888,188,121,67,0.41,10,buy
4/23,3711,港商野村,1560,86,290,-204,1.26,10,sell
4/23,3711,台新,0039004200300030,93,27,66,0.41,11,buy
4/23,3711,凱基,9200,50,154,-104,0.64,11,sell
4/23,3711,統一-三重,003500380035004a,57,5,52,0.32,12,buy
4/23,3711,永豐金-台中,003900410039004c,27,107,-80,0.49,12,sell
4/23,3711,國泰-台中,8882,62,19,43,0.27,13,buy
4/23,3711,元大-復北,9872,3,78,-75,0.46,13,sell
4/23,3711,群益金鼎-三民,9188,45,3,42,0.26,14,buy
4/23,3711,法銀巴黎,8900,10,66,-56,0.35,14,sell
4/23,3711,新光,8560,75,35,40,0.25,15,buy
4/23,3711,富隆證券,5110,0,50,-50,0.31,15,sell
4/23,2603,港商麥格理,1360,1365,0,1365,9.86,1,buy
4/23,2603,美商高盛,1480,160,1948,-1788,12.92,1,sell
4/23,2603,凱基,9200,1269,10,1259,9.1,2,buy
4/23,2603,摩根大通,8440,183,1543,-1360,9.83,2,sell
4/23,2603,美林,1440,2142,1061,1081,7.81,3,buy
4/23,2603,台灣摩根士丹利,1470,333,1305,-972,7.02,3,sell
4/23,2603,國泰證券,8880,897,15,882,6.37,4,buy
4/23,2603,新加坡商瑞銀,1650,332,672,-340,2.46,4,sell
4/23,2603,玉山證券,8840,445,36,409,2.96,5,buy
4/23,2603,凱基-台北,9268,277,594,-317,2.29,5,sell
4/23,2603,元大證券,9800,1156,853,303,2.19,6,buy
4/23,2603,花旗環球,1590,68,332,-264,1.91,6,sell
4/23,2603,合庫證券,1020,264,11,253,1.83,7,buy
4/23,2603,港商野村,1560,0,235,-235,1.7,7,sell
4/23,2603,台中銀,6110,204,5,199,1.44,8,buy
4/23,2603,群益金鼎,9100,5,227,-222,1.6,8,sell
4/23,2603,富邦證券,9600,217,26,191,1.38,9,buy
4/23,2603,元大-大同,0039003800390047,3,116,-113,0.82,9,sell
4/23,2603,元大-台南,9896,175,5,170,1.23,10,buy
4/23,2603,統一-彰化,0035003800350046,0,106,-106,0.77,10,sell
4/23,2603,第一金,5380,200,57,143,1.03,11,buy
4/23,2603,統一,5850,19,96,-77,0.56,11,sell
4/23,2603,合庫-西台中,0031003000320046,104,0,104,0.75,12,buy
4/23,2603,國泰-桃園,8885,10,85,-75,0.54,12,sell
4/23,2603,凱基-桃園,9208,91,9,82,0.59,13,buy
4/23,2603,玉山-高雄,8843,6,56,-50,0.36,13,sell
4/23,2603,彰銀,1230,82,1,81,0.59,14,buy
4/23,2603,統一-板橋,0035003800350050,0,50,-50,0.36,14,sell
4/23,2603,高橋,5320,62,2,60,0.43,15,buy
4/23,2603,玉山-台南,8847,1,51,-50,0.36,15,sell
4/23,2609,新加坡商瑞銀,1650,1568,24,1544,14.3,1,buy
4/23,2609,摩根大通,8440,203,1488,-1285,11.9,1,sell
4/23,2609,台灣摩根士丹利,1470,1254,299,955,8.85,2,buy
4/23,2609,花旗環球,1590,7,506,-499,4.62,2,sell
4/23,2609,兆豐-公益,003700300030004a,404,0,404,3.74,3,buy
4/23,2609,美商高盛,1480,57,523,-466,4.32,3,sell
4/23,2609,(牛牛牛)亞-鑫豐,0036003000310064,275,3,272,2.52,4,buy
4/23,2609,華南永昌-台中,9302,6,263,-257,2.38,4,sell
4/23,2609,群益金鼎-台中,9184,106,4,102,0.94,5,buy
4/23,2609,元大-板橋,0039003800390043,1,257,-256,2.37,5,sell
4/23,2609,大昌,6460,104,7,97,0.9,6,buy
4/23,2609,元大-屏南,0039003800310072,33,220,-187,1.73,6,sell
4/23,2609,凱基-中港,9202,102,5,97,0.9,7,buy
4/23,2609,元大證券,9800,228,373,-145,1.34,7,sell
4/23,2609,群益金鼎-大甲,0039003100380067,73,0,73,0.68,8,buy
4/23,2609,凱基-城中,9227,1,104,-103,0.95,8,sell
4/23,2609,臺銀-新竹,1045,65,4,61,0.56,9,buy
4/23,2609,新光-台中,8561,29,106,-77,0.71,9,sell
4/23,2609,台新-高雄,0039004200310067,64,9,55,0.51,10,buy
4/23,2609,第一金-自由,0035003300380045,3,73,-70,0.65,10,sell
4/23,2609,國泰-板橋,003800380038004b,77,28,49,0.45,11,buy
4/23,2609,群益金鼎-內湖,0039003100380064,1,64,-63,0.58,11,sell
4/23,2609,第一金-豐原,003500330038004e,45,0,45,0.42,12,buy
4/23,2609,土銀,1030,2,61,-59,0.55,12,sell
4/23,2609,元大-雙和,9874,48,3,45,0.42,13,buy
4/23,2609,國票-南科,0037003700390065,2,56,-54,0.5,13,sell
4/23,2609,永豐金-桃園,0039004100390078,47,5,42,0.39,14,buy
4/23,2609,富邦-新店,9661,19,69,-50,0.46,14,sell
4/23,2609,亞東-新竹,2184,42,1,41,0.38,15,buy
4/23,2609,國泰-高雄,8881,16,63,-47,0.44,15,sell
4/23,2615,新加坡商瑞銀,1650,1367,10,1357,23.38,1,buy
4/23,2615,元大-復北,9872,0,450,-450,7.75,1,sell
4/23,2615,美林,1440,1018,315,703,12.11,2,buy
4/23,2615,元大證券,9800,406,747,-341,5.88,2,sell
4/23,2615,陽信-石牌,8711,101,3,98,1.69,3,buy
4/23,2615,台灣摩根士丹利,1470,296,572,-276,4.76,3,sell
4/23,2615,港商麥格理,1360,89,0,89,1.53,4,buy
4/23,2615,美商高盛,1480,84,276,-192,3.31,4,sell
4/23,2615,中國信託-文心,6164,61,2,59,1.02,5,buy
4/23,2615,凱基-台北,9268,237,367,-130,2.24,5,sell
4/23,2615,第一金-桃園,5385,100,51,49,0.84,6,buy
4/23,2615,摩根大通,8440,146,261,-115,1.98,6,sell
4/23,2615,元大-大同,0039003800390047,44,1,43,0.74,7,buy
4/23,2615,凱基-屏東,0039003200320043,1,100,-99,1.71,7,sell
4/23,2615,元大-旗山,003900380031006e,40,0,40,0.69,8,buy
4/23,2615,中國信託,6160,10,109,-99,1.71,8,sell
4/23,2615,富邦-新竹,9647,31,6,25,0.43,9,buy
4/23,2615,統一,5850,0,72,-72,1.24,9,sell
4/23,2615,凱基-基隆,0039003200300048,25,1,24,0.41,10,buy
4/23,2615,國泰-新竹,003800380038004e,0,55,-55,0.95,10,sell
4/23,2615,凱基,9200,32,11,21,0.36,11,buy
4/23,2615,永豐金-板新,003900410039004a,5,54,-49,0.84,11,sell
4/23,2615,富邦-和美,0039003600310050,21,2,19,0.33,12,buy
4/23,2615,國泰-敦南,8888,44,82,-38,0.65,12,sell
4/23,2615,第一金-嘉義,003500330038004d,19,0,19,0.33,13,buy
4/23,2615,港商野村,1560,38,76,-38,0.65,13,sell
4/23,2615,大昌,6460,21,3,18,0.31,14,buy
4/23,2615,永豐金證券,0039004100300030,86,122,-36,0.62,14,sell
4/23,2615,富邦-虎尾,9697,20,2,18,0.31,15,buy
4/23,2615,花旗環球,1590,4,40,-36,0.62,15,sell
4/23,2618,元大證券,9800,8260,1028,7232,24.92,1,buy
4/23,2618,美林,1440,610,8931,-8321,28.67,1,sell
4/23,2618,台中銀-台北,6115,886,0,886,3.05,2,buy
4/23,2618,永豐金-匯立,0039004100380031,0,2031,-2031,7.0,2,sell
4/23,2618,華南永昌-中正,9359,869,2,867,2.99,3,buy
4/23,2618,統一,5850,0,1436,-1436,4.95,3,sell
4/23,2618,凱基-台北,9268,1572,811,761,2.62,4,buy
4/23,2618,台新-虎尾,003900420032004e,1,702,-701,2.42,4,sell
4/23,2618,合庫證券,1020,758,0,758,2.61,5,buy
4/23,2618,永豐金-中正,0039004100390055,9,555,-546,1.88,5,sell
4/23,2618,摩根大通,8440,2390,1644,746,2.57,6,buy
4/23,2618,群益金鼎,9100,30,575,-545,1.88,6,sell
4/23,2618,美商高盛,1480,2064,1689,375,1.29,7,buy
4/23,2618,台灣摩根士丹利,1470,1830,2252,-422,1.45,7,sell
4/23,2618,新加坡商瑞銀,1650,1249,897,352,1.21,8,buy
4/23,2618,凱基,9200,3,300,-297,1.02,8,sell
4/23,2618,元大-桃興,9894,204,4,200,0.69,9,buy
4/23,2618,兆豐-大同,0037003000300053,0,200,-200,0.69,9,sell
