date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
5/04,2330,新加坡商瑞銀,1650,4965,870,4095,9.9,1,buy
5/04,2330,永豐金-匯立,0039004100380031,508,2619,-2111,5.1,1,sell
5/04,2330,美商高盛,1480,3368,444,2924,7.07,2,buy
5/04,2330,摩根大通,8440,3525,5185,-1660,4.01,2,sell
5/04,2330,花旗環球,1590,2007,754,1253,3.03,3,buy
5/04,2330,凱基-台北,9268,1553,1805,-252,0.61,3,sell
5/04,2330,港商麥格理,1360,1231,94,1137,2.75,4,buy
5/04,2330,群益金鼎-北高雄,0039003100330052,8,241,-233,0.56,4,sell
5/04,2330,台灣摩根士丹利,1470,2781,1737,1044,2.52,5,buy
5/04,2330,新光,8560,157,363,-206,0.5,5,sell
5/04,2330,元大證券,9800,2551,1549,1002,2.42,6,buy
5/04,2330,富邦-仁愛,9676,54,252,-198,0.48,6,sell
5/04,2330,美林,1440,2151,1198,953,2.3,7,buy
5/04,2330,華南永昌-世貿,9334,2,195,-193,0.47,7,sell
5/04,2330,國泰證券,8880,857,90,767,1.85,8,buy
5/04,2330,台新-五權西,0039004200320035,26,162,-136,0.33,8,sell
5/04,2330,凱基,9200,964,260,704,1.7,9,buy
5/04,2330,永豐金-萬盛,0039004100390032,13,148,-135,0.33,9,sell
5/04,2330,永豐金證券,0039004100300030,824,405,419,1.01,10,buy
5/04,2330,合庫-西台中,0031003000320046,19,152,-133,0.32,10,sell
5/04,2330,大和國泰,8890,375,55,320,0.77,11,buy
5/04,2330,兆豐-城中,0037003000300057,10,137,-127,0.31,11,sell
5/04,2330,永豐金-內湖,0039004100390067,334,28,306,0.74,12,buy
5/04,2330,統一,5850,41,160,-119,0.29,12,sell
5/04,2330,兆豐證券,7000,318,24,294,0.71,13,buy
5/04,2330,第一金-台中,5382,2,117,-115,0.28,13,sell
5/04,2330,中國信託,6160,345,82,263,0.64,14,buy
5/04,2330,國泰-館前,0038003800380041,46,159,-113,0.27,14,sell
5/04,2330,群益金鼎-敦南,9101,228,13,215,0.52,15,buy
5/04,2330,宏遠證券,1260,117,219,-102,0.25,15,sell
5/04,2317,港商麥格理,1360,5428,37,5391,9.37,1,buy
5/04,2317,國泰-敦南,8888,364,1441,-1077,1.87,1,sell
5/04,2317,美林,1440,7983,2609,5374,9.35,2,buy
5/04,2317,富邦-永康,003900360031005a,1,1038,-1037,1.8,2,sell
5/04,2317,美商高盛,1480,5121,752,4369,7.6,3,buy
5/04,2317,統一-新竹,5857,105,637,-532,0.93,3,sell
5/04,2317,新加坡商瑞銀,1650,4550,581,3969,6.9,4,buy
5/04,2317,香港上海匯豐,8960,228,714,-486,0.85,4,sell
5/04,2317,摩根大通,8440,3383,705,2678,4.66,5,buy
5/04,2317,新光,8560,205,662,-457,0.79,5,sell
5/04,2317,台灣摩根士丹利,1470,2300,366,1934,3.36,6,buy
5/04,2317,華南永昌-中正,9359,17,466,-449,0.78,6,sell
5/04,2317,永豐金-匯立,0039004100380031,1262,63,1199,2.08,7,buy
5/04,2317,凱基,9200,91,465,-374,0.65,7,sell
5/04,2317,凱基-台北,9268,2492,1383,1109,1.93,8,buy
5/04,2317,國票-南科,0037003700390065,5,287,-282,0.49,8,sell
5/04,2317,台新-台北,0039004200320030,1014,100,914,1.59,9,buy
5/04,2317,兆豐-三重,7008,200,474,-274,0.48,9,sell
5/04,2317,康和,8450,808,2,806,1.4,10,buy
5/04,2317,臺銀,1040,30,274,-244,0.42,10,sell
5/04,2317,元大證券,9800,3631,3039,592,1.03,11,buy
5/04,2317,華南永昌-虎尾,9377,7,236,-229,0.4,11,sell
5/04,2317,花旗環球,1590,1445,907,538,0.94,12,buy
5/04,2317,富邦-新竹,9647,38,264,-226,0.39,12,sell
5/04,2317,港商野村,1560,856,344,512,0.89,13,buy
5/04,2317,元大-嘉義,0039003800390067,4,205,-201,0.35,13,sell
5/04,2317,元大-館前,003900380034004b,530,47,483,0.84,14,buy
5/04,2317,國泰-台中,8882,89,287,-198,0.34,14,sell
5/04,2317,永豐金證券,0039004100300030,599,361,238,0.41,15,buy
5/04,2317,國泰-板橋,003800380038004b,59,253,-194,0.34,15,sell
5/04,2454,統一,5850,1218,5,1213,32.03,1,buy
5/04,2454,兆豐證券,7000,0,704,-704,18.59,1,sell
5/04,2454,國票-安和,003700370039005a,784,2,782,20.65,2,buy
5/04,2454,新加坡商瑞銀,1650,0,526,-526,13.89,2,sell
5/04,2454,元大證券,9800,776,32,744,19.65,3,buy
5/04,2454,香港上海匯豐,8960,0,215,-215,5.68,3,sell
5/04,2454,元大-士林,003900380031006a,78,1,77,2.03,4,buy
5/04,2454,富邦證券,9600,185,391,-206,5.44,4,sell
5/04,2454,凱基-信義,9216,55,0,55,1.45,5,buy
5/04,2454,美商高盛,1480,0,113,-113,2.98,5,sell
5/04,2454,凱基-三重,9205,50,1,49,1.29,6,buy
5/04,2454,永豐金證券,0039004100300030,0,112,-112,2.96,6,sell
5/04,2454,凱基-松山,9217,50,3,47,1.24,7,buy
5/04,2454,美林,1440,0,95,-95,2.51,7,sell
5/04,2454,台新-松德,0039004200320061,41,0,41,1.08,8,buy
5/04,2454,台灣摩根士丹利,1470,0,61,-61,1.61,8,sell
5/04,2454,元大-台北,0039003800300068,30,2,28,0.74,9,buy
5/04,2454,港商野村,1560,0,56,-56,1.48,9,sell
5/04,2454,永豐金-虎尾,0039004100390062,27,1,26,0.69,10,buy
5/04,2454,永豐金-匯立,0039004100380031,0,43,-43,1.14,10,sell
5/04,2454,華南永昌,9300,28,2,26,0.69,11,buy
5/04,2454,花旗環球,1590,0,38,-38,1.0,11,sell
5/04,2454,富邦-台北,9623,35,11,24,0.63,12,buy
5/04,2454,國泰-敦南,8888,0,37,-37,0.98,12,sell
5/04,2454,凱基-城中,9227,24,1,23,0.61,13,buy
5/04,2454,國票-敦北法人,0037003700390063,0,26,-26,0.69,13,sell
5/04,2454,凱基-台北,9268,39,18,21,0.55,14,buy
5/04,2454,富邦-新板,0039003600310048,0,25,-25,0.66,14,sell
5/04,2454,富邦-南屯,9666,21,0,21,0.55,15,buy
5/04,2454,大和國泰,8890,3,25,-22,0.58,15,sell
5/04,2308,美林,1440,903,251,652,5.18,1,buy
5/04,2308,摩根大通,8440,364,1371,-1007,8.0,1,sell
5/04,2308,花旗環球,1590,551,146,405,3.22,2,buy
5/04,2308,台灣摩根士丹利,1470,148,671,-523,4.15,2,sell
5/04,2308,凱基-台北,9268,770,501,269,2.14,3,buy
5/04,2308,元大證券,9800,830,1208,-378,3.0,3,sell
