code,close,vol,date
4934,16.7,6811.295,2025-10-22
4935,43.25,44.214,2025-10-22
4938,76.7,8889.291,2025-10-22
4942,36.8,73.484,2025-10-22
4943,10.6,19.248,2025-10-22
4949,38.1,214.404,2025-10-22
4952,40.65,102.139,2025-10-22
4956,19.9,365.353,2025-10-22
4958,162.0,16554.563,2025-10-22
4960,13.95,331.572,2025-10-22
4961,159.0,363.673,2025-10-22
4967,128.5,1674.306,2025-10-22
4968,151.5,2551.296,2025-10-22
4976,35.9,820.054,2025-10-22
4977,116.5,1746.811,2025-10-22
4989,34.0,2436.809,2025-10-22
4994,97.4,12.53,2025-10-22
4999,26.4,64.002,2025-10-22
5007,51.4,38.451,2025-10-22
5203,97.2,150.963,2025-10-22
5215,34.9,28.9,2025-10-22
5222,145.5,668.148,2025-10-22
5225,113.0,571.791,2025-10-22
5234,358.0,942.2,2025-10-22
5243,81.3,10666.617,2025-10-22
5244,42.3,145.701,2025-10-22
5258,75.7,207.772,2025-10-22
5269,1475.0,618.317,2025-10-22
5283,73.2,289.126,2025-10-22
5284,271.5,1072.999,2025-10-22
5285,52.4,257.567,2025-10-22
5288,120.0,110.154,2025-10-22
5292,148.0,58.528,2025-10-22
5306,90.8,100.31,2025-10-22
5388,99.0,529.849,2025-10-22
5434,318.0,489.416,2025-10-22
5469,88.9,4560.201,2025-10-22
5471,36.9,204.973,2025-10-22
5484,41.4,225.604,2025-10-22
5515,25.75,326.548,2025-10-22
5519,28.5,264.742,2025-10-22
5521,11.75,1112.255,2025-10-22
5522,54.5,788.135,2025-10-22
5525,28.25,55.589,2025-10-22
5531,9.09,211.424,2025-10-22
5533,14.6,455.627,2025-10-22
5534,78.3,294.661,2025-10-22
5538,29.4,8.0,2025-10-22
5546,24.9,7.0,2025-10-22
5607,49.75,305.211,2025-10-22
5608,17.65,1339.025,2025-10-22
5706,53.2,90.81,2025-10-22
5871,104.0,5075.054,2025-10-22
5871A,101.5,75.258,2025-10-22
5876,40.95,2700.657,2025-10-22
5880,24.15,9163.19,2025-10-22
5906,55.8,140.658,2025-10-22
5907,6.03,551.585,2025-10-22
6005,25.25,4722.628,2025-10-22
6024,49.35,125.197,2025-10-22
6108,14.95,175.036,2025-10-22
6112,50.1,427.636,2025-10-22
6115,46.6,94.665,2025-10-22
6116,7.45,5065.308,2025-10-22
6117,82.6,345.989,2025-10-22
6120,11.75,1068.302,2025-10-22
6128,28.2,38.235,2025-10-22
6133,17.35,322.553,2025-10-22
6136,23.75,36.174,2025-10-22
6139,430.0,2782.696,2025-10-22
6141,12.1,429.937,2025-10-22
6142,9.82,199.105,2025-10-22
6152,9.0,201.104,2025-10-22
6153,16.65,14863.224,2025-10-22
6155,30.35,12507.545,2025-10-22
6164,10.25,207.959,2025-10-22
6165,54.8,658.57,2025-10-22
6166,60.8,206.715,2025-10-22
6168,21.15,783.509,2025-10-22
6176,134.5,1144.751,2025-10-22
6177,49.0,1021.878,2025-10-22
6183,98.1,2.825,2025-10-22
6184,49.25,127.829,2025-10-22
6189,48.7,681.415,2025-10-22
6191,106.0,7430.883,2025-10-22
6192,100.5,73.939,2025-10-22
6196,228.0,1583.791,2025-10-22
6197,165.0,976.677,2025-10-22
6201,56.5,26.0,2025-10-22
6202,41.25,498.18,2025-10-22
6205,41.9,111.239,2025-10-22
6206,108.5,441.765,2025-10-22
6209,43.8,14992.261,2025-10-22
6213,101.0,2586.071,2025-10-22
6214,130.0,1696.447,2025-10-22
6215,123.5,8254.407,2025-10-22
6216,27.25,139.668,2025-10-22
6224,48.75,861.483,2025-10-22
6225,17.4,22.468,2025-10-22
6226,6.8,113.288,2025-10-22
6230,137.0,67.013,2025-10-22
6235,72.0,3602.729,2025-10-22
6239,151.5,3083.295,2025-10-22
6243,34.65,138.141,2025-10-22
6257,93.1,2018.493,2025-10-22
6269,65.3,1842.123,2025-10-22
6271,118.5,1832.269,2025-10-22
6277,60.7,25.237,2025-10-22
6278,110.0,2770.512,2025-10-22
6281,67.0,188.401,2025-10-22
6282,42.9,109040.941,2025-10-22
6283,25.9,167.833,2025-10-22
6285,122.5,1544.248,2025-10-22
6405,28.55,552.911,2025-10-22
6409,1140.0,1435.804,2025-10-22
6412,99.5,273.713,2025-10-22
6414,293.5,260.456,2025-10-22
6415,243.0,2665.596,2025-10-22
6416,84.7,78.582,2025-10-22
6423,76.6,22.178,2025-10-22
6426,72.0,90.423,2025-10-22
6431,15.95,33.063,2025-10-22
6438,160.5,469.009,2025-10-22
6442,809.0,3683.247,2025-10-22
6443,14.35,1494.328,2025-10-22
6446,514.0,1220.14,2025-10-22
6449,191.5,1874.713,2025-10-22
6451,143.0,331.899,2025-10-22
6456,52.3,933.695,2025-10-22
6464,78.0,62.135,2025-10-22
6472,646.0,444.358,2025-10-22
6477,39.1,252.654,2025-10-22
6491,317.0,166.063,2025-10-22
6504,46.0,53.508,2025-10-22
6505,44.45,6773.628,2025-10-22
6515,2465.0,647.073,2025-10-22
6525,82.5,990.972,2025-10-22
6526,506.0,198.203,2025-10-22
6531,391.5,3490.723,2025-10-22
6533,279.0,451.236,2025-10-22
6534,105.5,21.521,2025-10-22
6541,59.7,764.483,2025-10-22
6550,36.8,544.537,2025-10-22
6552,25.95,176.165,2025-10-22
6558,44.1,7344.303,2025-10-22
6573,11.8,866.358,2025-10-22
6579,138.5,346.698,2025-10-22
6581,112.0,2.098,2025-10-22
6582,35.45,95.314,2025-10-22
6585,94.7,79.704,2025-10-22
6589,70.2,416.659,2025-10-22
6591,82.0,947.89,2025-10-22
6592,65.0,221.926,2025-10-22
6592A,98.2,4.763,2025-10-22
6592B,98.3,12.981,2025-10-22
6598,23.15,210.379,2025-10-22
6605,136.5,1099.718,2025-10-22
6606,25.5,34.262,2025-10-22
6625,81.8,97.669,2025-10-22
6641,20.55,17.146,2025-10-22
6645,23.95,282.852,2025-10-22
6655,113.5,8.679,2025-10-22
6657,49.5,339.372,2025-10-22
6658,60.4,170.15,2025-10-22
6666,51.0,8.0,2025-10-22
6668,41.35,113.628,2025-10-22
6669,4065.0,2551.092,2025-10-22
6670,249.0,185.382,2025-10-22
6671,36.7,7.35,2025-10-22
6672,90.6,2520.667,2025-10-22
6674,20.8,128.0,2025-10-22
6689,71.9,111.914,2025-10-22
6691,442.0,618.068,2025-10-22
6695,51.6,657.486,2025-10-22
6698,35.65,143.042,2025-10-22
6706,71.9,953.402,2025-10-22
6715,96.7,6.01,2025-10-22
6719,197.0,268.373,2025-10-22
6742,49.65,208.196,2025-10-22
6743,30.1,89.737,2025-10-22
6753,127.0,1091.838,2025-10-22
6754,47.35,20.342,2025-10-22
6756,88.1,51.83,2025-10-22
6757,70.9,1467.242,2025-10-22
6768,116.0,2164.116,2025-10-22
6770,28.0,277459.776,2025-10-22
6771,49.85,23.0,2025-10-22
6776,52.3,100.228,2025-10-22
6781,1065.0,2505.373,2025-10-22
6782,195.0,192.759,2025-10-22
6789,247.0,1244.076,2025-10-22
6790,38.65,147.868,2025-10-22
6792,56.1,17.003,2025-10-22
6794,70.0,48.509,2025-10-22
6796,92.4,161.107,2025-10-22
6799,83.2,301.59,2025-10-22
6805,1325.0,3729.208,2025-10-22
6806,60.8,842.483,2025-10-22
6807,49.35,19.04,2025-10-22
6830,170.5,289.275,2025-10-22
6834,29.3,167.28,2025-10-22
6835,40.0,70.1,2025-10-22
6838,30.3,355.545,2025-10-22
6854,158.0,449.291,2025-10-22
6861,68.3,455.102,2025-10-22
6862,204.5,2747.042,2025-10-22
6863,138.0,53.392,2025-10-22
6869,123.0,625.315,2025-10-22
6873,127.5,492.874,2025-10-22
6885,32.05,319.358,2025-10-22
6887,66.2,26.146,2025-10-22
6890,237.0,533.083,2025-10-22
6901,18.4,240.28,2025-10-22
6902,80.8,52.559,2025-10-22
6906,104.5,55.586,2025-10-22
6909,38.15,39.0,2025-10-22
6914,154.5,76.764,2025-10-22
6916,18.35,79.519,2025-10-22
6918,87.4,20.048,2025-10-22
6919,164.5,3270.812,2025-10-22
6923,105.0,389.307,2025-10-22
6924,49.55,86.066,2025-10-22
6928,57.5,78.848,2025-10-22
6931,51.1,15.686,2025-10-22
6933,167.0,105.014,2025-10-22
6936,38.2,546.56,2025-10-22
6937,272.0,611.323,2025-10-22
6944,551.0,332.456,2025-10-22
6949,355.0,235.339,2025-10-22
6951,74.9,35.029,2025-10-22
6952,49.35,114.452,2025-10-22
6955,163.5,8.275,2025-10-22
6957,190.5,175.091,2025-10-22
6958,18.0,21.261,2025-10-22
6962,43.3,1719.863,2025-10-22
6965,92.0,70.382,2025-10-22
6969,36.2,37.0,2025-10-22
6988,15.5,3.0,2025-10-22
6994,92.7,73.312,2025-10-22
7610,110.0,571.543,2025-10-22
7631,134.0,5.0,2025-10-22
7705,40.95,24.723,2025-10-22
7721,60.4,65.537,2025-10-22
7722,587.0,33.091,2025-10-22
7732,35.85,11.0,2025-10-22
7736,95.6,119.011,2025-10-22
7740,206.5,55.687,2025-10-22
7749,509.0,192.691,2025-10-22
7750,840.0,583.78,2025-10-22
7765,291.0,23.667,2025-10-22
7780,181.5,229.119,2025-10-22
7788,116.0,140.556,2025-10-22
7799,717.0,333.223,2025-10-22
8011,22.85,1335.945,2025-10-22
8016,217.0,410.373,2025-10-22
8021,110.0,26716.453,2025-10-22
8028,171.0,4922.02,2025-10-22
8033,126.5,610.783,2025-10-22
8039,65.5,11315.816,2025-10-22
8045,85.7,156.031,2025-10-22
8046,275.5,22737.671,2025-10-22
8070,44.55,1970.467,2025-10-22
8072,33.7,370.792,2025-10-22
8081,227.0,495.809,2025-10-22
8101,18.25,3.22,2025-10-22
8103,81.2,11728.207,2025-10-22
8104,34.85,1622.185,2025-10-22
8105,12.4,943.562,2025-10-22
8110,24.0,23635.565,2025-10-22
8112,59.5,49928.099,2025-10-22
8112A,43.25,1.797,2025-10-22
8114,209.5,184.117,2025-10-22
8131,34.55,1873.859,2025-10-22
8150,31.95,3373.776,2025-10-22
8162,38.6,94.02,2025-10-22
8163,38.3,1565.648,2025-10-22
8201,15.45,172.89,2025-10-22
8210,764.0,5222.815,2025-10-22
8213,34.7,232.879,2025-10-22
8215,22.95,220.815,2025-10-22
8222,46.1,618.129,2025-10-22
8249,55.9,699.858,2025-10-22
8261,101.5,13875.243,2025-10-22
8271,108.0,1701.252,2025-10-22
8341,85.7,794.203,2025-10-22
8367,43.55,44.183,2025-10-22
8374,92.3,292.119,2025-10-22
8404,27.65,6866.538,2025-10-22
8411,12.7,32.914,2025-10-22
8422,246.5,5967.855,2025-10-22
8429,7.95,167.775,2025-10-22
8438,31.6,106.32,2025-10-22
8442,69.7,93.892,2025-10-22
8443,11.7,15.28,2025-10-22
8454,236.0,190.526,2025-10-22
8462,166.0,238.535,2025-10-22
8463,25.5,104.0,2025-10-22
8464,391.0,517.865,2025-10-22
8466,22.25,125.923,2025-10-22
8467,157.0,14.542,2025-10-22
8473,42.0,526.743,2025-10-22
8476,20.0,48.15,2025-10-22
8478,196.0,175.933,2025-10-22
8481,42.6,26.069,2025-10-22
8482,52.2,33.203,2025-10-22
8487,77.9,15.696,2025-10-22
8488,10.4,258.102,2025-10-22
8499,283.5,157.76,2025-10-22
8926,50.2,1213.565,2025-10-22
8940,20.55,62.571,2025-10-22
8996,520.0,2813.241,2025-10-22
9103,4.86,1375.111,2025-10-22
910322,21.15,6.14,2025-10-22
9105,6.65,61203.631,2025-10-22
910861,5.69,30.2,2025-10-22
9110,4.14,357.48,2025-10-22
911608,2.88,37.0,2025-10-22
911622,3.86,26.003,2025-10-22
911868,1.3,147.075,2025-10-22
912000,2.94,726.925,2025-10-22
9136,7.59,266.0,2025-10-22
9802,103.5,1093.691,2025-10-22
9902,15.85,552.595,2025-10-22
9904,30.0,21810.306,2025-10-22
9905,20.15,165.738,2025-10-22
9906,54.0,82.403,2025-10-22
9907,18.55,2645.866,2025-10-22
9908,30.0,105.533,2025-10-22
9910,131.0,1336.24,2025-10-22
9911,85.8,93.523,2025-10-22
9912,11.95,3.315,2025-10-22
9914,103.5,2327.167,2025-10-22
9917,111.0,391.868,2025-10-22
9918,39.55,5.763,2025-10-22
9919,17.65,3433.438,2025-10-22
9921,105.5,1508.258,2025-10-22
9924,53.2,152.635,2025-10-22
9925,40.8,49.337,2025-10-22
9926,49.75,15.13,2025-10-22
9927,55.0,141.392,2025-10-22
9928,17.8,29.55,2025-10-22
9929,11.4,12.675,2025-10-22
9930,69.6,61.482,2025-10-22
9931,34.0,12.0,2025-10-22
9933,31.55,1361.873,2025-10-22
9934,10.55,1751.933,2025-10-22
9935,19.85,237.568,2025-10-22
9937,56.2,183.539,2025-10-22
9938,60.4,3552.804,2025-10-22
9939,131.5,1415.89,2025-10-22
9940,22.75,372.408,2025-10-22
9941,98.4,651.647,2025-10-22
9941A,50.5,28.387,2025-10-22
9942,105.5,35.45,2025-10-22
9943,63.3,69.801,2025-10-22
9944,17.0,16.838,2025-10-22
9945,30.4,4742.937,2025-10-22
9946,18.0,134.006,2025-10-22
9955,30.35,1910.16,2025-10-22
9958,160.5,793.477,2025-10-22
0備註:,0.0,0.0,2025-10-22
漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。,0.0,0.0,2025-10-22
當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。,0.0,0.0,2025-10-22
除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。,0.0,0.0,2025-10-22
本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。,0.0,0.0,2025-10-22
=0050,63.2,128793.394,2025-10-21
=0051,89.2,101.102,2025-10-21
=0052,253.2,2915.514,2025-10-21
=0053,138.7,26.01,2025-10-21
=0055,31.11,208.04,2025-10-21
=0056,37.66,72283.684,2025-10-21
=0057,185.4,19.729,2025-10-21
=0061,22.0,278.851,2025-10-21
=006203,114.95,7.555,2025-10-21
=006204,142.3,47.451,2025-10-21
=006205,37.83,449.422,2025-10-21
=006206,34.85,206.972,2025-10-21
=006207,29.07,142.375,2025-10-21
=006208,147.6,6874.962,2025-10-21
=00625K,0.0,0.0,2025-10-21
=00631L,338.95,2645.917,2025-10-21
=00632R,17.21,41505.445,2025-10-21
=00633L,49.11,11956.273,2025-10-21
=00634R,3.25,259.0,2025-10-21
=00635U,46.76,12369.743,2025-10-21
=00636,25.79,1055.263,2025-10-21
=00636K,8.44,0.2,2025-10-21
=00637L,19.94,61855.637,2025-10-21
=00638R,6.83,1241.3,2025-10-21
=00639,14.46,822.391,2025-10-21
=00640L,71.0,674.686,2025-10-21
=00641R,4.83,533.664,2025-10-21
=00642U,14.82,4558.396,2025-10-21
=00643,15.86,2615.991,2025-10-21
=00643K,0.0,0.0,2025-10-21
=00645,45.53,637.029,2025-10-21
=00646,64.55,2168.434,2025-10-21
=00647L,112.45,92.079,2025-10-21
=00648R,4.4,3240.829,2025-10-21
=00650L,18.2,10865.507,2025-10-21
=00651R,5.23,1845.799,2025-10-21
=00652,37.02,688.967,2025-10-21
=00653L,58.8,181.924,2025-10-21
=00654R,6.21,17.0,2025-10-21
=00655L,34.22,2882.068,2025-10-21
=00656R,6.06,427.205,2025-10-21
=00657,58.45,521.085,2025-10-21
=00657K,19.16,0.2,2025-10-21
=00660,40.82,61.0,2025-10-21
=00661,63.7,664.515,2025-10-21
=00662,99.05,2914.159,2025-10-21
=00663L,44.22,7534.836,2025-10-21
=00664R,2.79,12112.066,2025-10-21
=00665L,11.85,40726.164,2025-10-21
=00666R,8.46,180.0,2025-10-21
=00668,52.1,47.975,2025-10-21
=00668K,17.04,0.2,2025-10-21
=00669R,5.81,1868.473,2025-10-21
=00670L,163.0,944.928,2025-10-21
=00671R,2.87,11088.031,2025-10-21
=00674R,5.89,3142.257,2025-10-21
=00675L,134.45,2812.761,2025-10-21
=00676R,9.45,2904.549,2025-10-21
=00678,31.1,264.891,2025-10-21
=00680L,7.85,22922.914,2025-10-21
=00681R,19.88,11.0,2025-10-21
=00682U,20.24,3.588,2025-10-21
=00683L,20.88,125.109,2025-10-21
=00684R,15.6,17.0,2025-10-21
=00685L,120.85,552.964,2025-10-21
=00686R,1.69,4760.817,2025-10-21
=00688L,7.83,9995.45,2025-10-21
=00689R,20.57,15.357,2025-10-21
=00690,43.46,785.587,2025-10-21
=00692,56.9,1293.762,2025-10-21
=00693U,20.29,3960.049,2025-10-21
=00700,18.74,545.545,2025-10-21
=00701,27.8,1092.597,2025-10-21
=00702,22.77,138.912,2025-10-21
=00703,22.33,56.012,2025-10-21
=00707R,29.85,10.0,2025-10-21
=00708L,92.85,7579.107,2025-10-21
=00709,34.61,262.827,2025-10-21
=00710B,18.59,82.602,2025-10-21
=00711B,16.23,118.859,2025-10-21
=00712,8.75,14948.933,2025-10-21
=00713,51.6,12949.961,2025-10-21
=00714,20.24,294.278,2025-10-21
=00715L,9.55,41854.035,2025-10-21
=00717,14.79,102.016,2025-10-21
=00728,35.76,128.731,2025-10-21
=00730,23.71,291.351,2025-10-21
=00731,68.5,876.86,2025-10-21
=00733,48.04,1744.681,2025-10-21
=00735,47.48,298.078,2025-10-21
=00736,27.35,262.534,2025-10-21
=00737,36.79,171.461,2025-10-21
=00738U,42.1,9699.199,2025-10-21
=00739,26.07,164.048,2025-10-21
=00752,27.15,4513.534,2025-10-21
=00753L,13.59,32548.397,2025-10-21
=00757,119.3,2883.342,2025-10-21
=00762,84.9,312.383,2025-10-21
=00763U,27.9,1214.19,2025-10-21
=00770,55.65,457.591,2025-10-21
=00771,16.14,117.313,2025-10-21
=00775B,32.97,54.806,2025-10-21
=00783,23.77,38.526,2025-10-21
=00830,54.4,3204.667,2025-10-21
=00850,54.2,629.569,2025-10-21
=00851,54.9,37.228,2025-10-21
=00852L,28.7,288.382,2025-10-21
=00861,51.95,723.251,2025-10-21
=00865B,45.61,2896.669,2025-10-21
=00875,39.57,112.15,2025-10-21
=00876,47.3,333.127,2025-10-21
=00878,21.5,46622.373,2025-10-21
=00881,31.29,14081.78,2025-10-21
=00882,14.59,19288.904,2025-10-21
=00885,16.36,30126.801,2025-10-21
=00891,19.27,7684.971,2025-10-21
=00892,20.99,856.987,2025-10-21
=00893,32.27,2598.93,2025-10-21
=00894,26.17,1326.511,2025-10-21
=00895,37.96,933.616,2025-10-21
=00896,19.47,1566.663,2025-10-21
=00897,8.12,607.381,2025-10-21
=00898,7.49,1616.844,2025-10-21
=00899,20.13,317.368,2025-10-21
=00900,13.57,12984.373,2025-10-21
=00901,26.93,153.995,2025-10-21
=00902,12.35,5292.437,2025-10-21
=00903,18.0,535.897,2025-10-21
=00904,21.9,21419.332,2025-10-21
=00905,16.73,2010.88,2025-10-21
=00907,15.64,1053.979,2025-10-21
=00908,13.47,241.991,2025-10-21
=00909,48.91,7416.26,2025-10-21
=00910,43.02,2073.599,2025-10-21
=00911,31.11,437.808,2025-10-21
=00912,20.91,943.551,2025-10-21
=00913,23.35,432.976,2025-10-21
=00915,22.75,8037.634,2025-10-21
=00916,26.52,328.318,2025-10-21
=00917,23.15,176.136,2025-10-21
=00918,22.7,17978.541,2025-10-21
=00919,21.42,116963.815,2025-10-21
=00920,17.53,578.044,2025-10-21
=00921,17.12,257.308,2025-10-21
=00922,25.07,25932.38,2025-10-21
=00923,25.07,4108.118,2025-10-21
=00924,27.92,1700.748,2025-10-21
=00926,23.23,1397.067,2025-10-21
=00927,20.65,7882.134,2025-10-21
=00929,18.64,52617.962,2025-10-21
=00930,17.6,3401.178,2025-10-21
=00932,14.72,976.754,2025-10-21
=00934,20.48,10415.062,2025-10-21
=00935,28.37,4268.822,2025-10-21
=00936,15.75,4493.482,2025-10-21
=00938,16.84,179.449,2025-10-21
=00939,14.29,14326.179,2025-10-21
=00940,9.52,83492.933,2025-10-21
=00941,16.28,8671.214,2025-10-21
=00943,15.05,3484.562,2025-10-21
=00944,14.24,398.508,2025-10-21
=00945B,14.12,9885.56,2025-10-21
=00946,10.34,6840.867,2025-10-21
=00947,16.52,2251.798,2025-10-21
=00949,17.89,994.386,2025-10-21
=00951,10.86,4957.256,2025-10-21
=00952,11.53,2074.09,2025-10-21
=00953B,9.5,16492.123,2025-10-21
=00954,11.46,1166.952,2025-10-21
=00956,10.29,282.447,2025-10-21
=00960,13.53,710.313,2025-10-21
=00961,9.51,10479.217,2025-10-21
=00962,11.19,760.712,2025-10-21
=00963,10.6,852.026,2025-10-21
=00964,11.01,617.219,2025-10-21
=00965,22.51,7693.132,2025-10-21
=00971,16.42,999.263,2025-10-21
=00972,16.28,495.77,2025-10-21
=009800,10.71,2420.411,2025-10-21
=009801,10.91,1909.008,2025-10-21
=009802,11.06,5368.658,2025-10-21
=009803,12.71,848.663,2025-10-21
=009804,14.13,881.838,2025-10-21
=009805,12.6,5767.128,2025-10-21
=009808,19.51,1447.048,2025-10-21
=009809,10.3,3300.031,2025-10-21
=00980A,14.16,5702.434,2025-10-21
=009810,17.35,478.344,2025-10-21
=009811,11.25,5538.282,2025-10-21
=009812,10.24,3909.741,2025-10-21
=009813,10.14,46996.986,2025-10-21
=00981A,14.47,54270.352,2025-10-21
=00981T,10.4,3954.068,2025-10-21
=00982A,13.68,25463.697,2025-10-21
=00982D,10.11,2523.975,2025-10-21
=00983A,13.05,8938.131,2025-10-21
=00983D,10.1,3479.654,2025-10-21
=00984A,10.46,10007.644,2025-10-21
=00985A,12.2,7112.44,2025-10-21
=00985B,10.06,10532.429,2025-10-21
=00986A,10.86,2260.412,2025-10-21
=01001T,12.43,34.0,2025-10-21
=01002T,14.92,110.0,2025-10-21
=01004T,11.24,87.0,2025-10-21
=01007T,14.2,30.0,2025-10-21
=01009T,7.14,34.0,2025-10-21
=01010T,10.01,4010.081,2025-10-21
=020000,17.02,3.0,2025-10-21
=020011,0.0,0.0,2025-10-21
=020012,12.76,1.0,2025-10-21
=02001L,47.92,59.0,2025-10-21
=02001R,0.9,102.0,2025-10-21
=02001S,0.0,0.0,2025-10-21
=020020,15.32,34.0,2025-10-21
=020028,13.13,3.0,2025-10-21
=020029,9.57,9.0,2025-10-21
=020030,8.24,11.0,2025-10-21
=020031,6.36,74.0,2025-10-21
=020032,7.87,2.0,2025-10-21
=020034,7.46,22.0,2025-10-21
=020036,0.0,0.0,2025-10-21
=020037,7.82,4.0,2025-10-21
=020038,7.9,66.0,2025-10-21
=020039,8.8,17.0,2025-10-21
1101,22.9,24423.223,2025-10-21
1101B,45.55,6.661,2025-10-21
1102,37.0,2415.382,2025-10-21
1103,13.25,108.53,2025-10-21
1104,32.75,4791.672,2025-10-21
1108,15.0,89.697,2025-10-21
1109,15.6,33.364,2025-10-21
1110,16.3,153.224,2025-10-21
1201,15.1,131.246,2025-10-21
1203,39.7,8.461,2025-10-21
1210,51.6,1202.068,2025-10-21
1213,11.55,9.0,2025-10-21
1215,135.5,1362.234,2025-10-21
1216,79.1,5299.097,2025-10-21
1217,10.35,366.577,2025-10-21
1218,18.7,848.028,2025-10-21
1219,13.55,209.696,2025-10-21
1220,12.85,148.005,2025-10-21
1225,30.7,267.574,2025-10-21
1227,32.2,345.298,2025-10-21
1229,48.1,1759.027,2025-10-21
1231,111.0,543.764,2025-10-21
1232,145.0,36.087,2025-10-21
1233,30.7,14.627,2025-10-21
1234,37.6,73.839,2025-10-21
1235,48.35,11.177,2025-10-21
1236,26.05,485.296,2025-10-21
1256,149.5,32.147,2025-10-21
1301,38.45,9358.944,2025-10-21
1303,41.9,26973.952,2025-10-21
1304,10.45,1700.513,2025-10-21
1305,11.2,563.12,2025-10-21
1307,31.05,940.013,2025-10-21
1308,12.95,1024.683,2025-10-21
1309,11.0,544.604,2025-10-21
1310,8.72,533.58,2025-10-21
1312,10.35,2365.345,2025-10-21
1312A,21.35,6.0,2025-10-21
1313,10.25,2009.581,2025-10-21
1314,7.28,6620.608,2025-10-21
1315,64.0,8.541,2025-10-21
1316,15.8,3853.482,2025-10-21
1319,94.5,3543.946,2025-10-21
1321,35.55,103.4,2025-10-21
1323,19.75,11.538,2025-10-21
1324,11.2,90.309,2025-10-21
1325,30.1,334.021,2025-10-21
1326,29.55,7307.059,2025-10-21
1337,5.07,477.667,2025-10-21
1338,21.5,72.242,2025-10-21
1339,41.95,15.65,2025-10-21
1340,6.71,131.758,2025-10-21
1341,58.3,6.233,2025-10-21
1342,83.5,69.081,2025-10-21
1402,27.0,4915.425,2025-10-21
1409,13.35,2405.27,2025-10-21
1410,34.3,2.829,2025-10-21
1413,10.35,17.432,2025-10-21
1414,17.2,818.533,2025-10-21
1416,11.3,24.687,2025-10-21
1417,8.15,115.613,2025-10-21
1418,20.4,74.629,2025-10-21
1419,57.6,342.645,2025-10-21
1423,38.0,15.587,2025-10-21
1432,17.4,43.853,2025-10-21
1434,15.1,1030.477,2025-10-21
1435,27.95,5.28,2025-10-21
1436,62.6,245.359,2025-10-21
1437,30.3,51.848,2025-10-21
1438,36.2,31.115,2025-10-21
1439,28.2,24.755,2025-10-21
1440,12.8,598.4,2025-10-21
1441,11.15,16.352,2025-10-21
1442,36.0,1080.042,2025-10-21
1443,28.45,28.735,2025-10-21
1444,6.41,448.493,2025-10-21
1445,14.6,40.444,2025-10-21
1446,18.6,166.466,2025-10-21
1447,5.59,444.527,2025-10-21
1449,11.85,472.565,2025-10-21
1451,17.05,411.943,2025-10-21
1452,11.95,33.949,2025-10-21
1453,13.05,369.115,2025-10-21
1454,13.6,159.304,2025-10-21
1455,8.09,183.385,2025-10-21
1456,12.4,151.541,2025-10-21
1457,16.4,34.87,2025-10-21
1459,11.75,37.224,2025-10-21
1460,5.81,199.014,2025-10-21
1463,17.1,250.825,2025-10-21
1464,11.1,320.97,2025-10-21
1465,13.3,24.582,2025-10-21
1466,18.8,572.173,2025-10-21
1467,7.34,97.351,2025-10-21
1468,11.5,40.084,2025-10-21
1470,22.5,12.0,2025-10-21
1471,9.27,182.607,2025-10-21
1472,89.9,162.043,2025-10-21
1473,32.45,1939.171,2025-10-21
1474,11.4,45.136,2025-10-21
1475,36.0,24.198,2025-10-21
1476,430.0,284.15,2025-10-21
1477,284.5,615.422,2025-10-21
1503,176.0,702.59,2025-10-21
1504,113.5,162734.611,2025-10-21
1506,12.6,187.978,2025-10-21
1512,7.91,34.367,2025-10-21
1513,154.0,2718.125,2025-10-21
1514,101.5,1147.458,2025-10-21
1515,28.2,179.533,2025-10-21
1516,19.4,222.656,2025-10-21
1517,13.15,860.288,2025-10-21
1519,600.0,2735.432,2025-10-21
1521,24.65,25.054,2025-10-21
1522,45.3,4814.603,2025-10-21
1522A,0.0,0.0,2025-10-21
1524,29.85,8987.24,2025-10-21
1525,64.3,16.195,2025-10-21
1526,18.8,151.014,2025-10-21
1527,33.0,147.219,2025-10-21
1528,15.05,1799.051,2025-10-21
1529,21.45,659.756,2025-10-21
1530,27.25,19.633,2025-10-21
1531,11.9,44.617,2025-10-21
1532,26.7,451.149,2025-10-21
1533,31.15,68.451,2025-10-21
1535,55.7,33.215,2025-10-21
1536,60.7,2094.134,2025-10-21
1537,124.5,132.434,2025-10-21
1538,25.85,6.775,2025-10-21
1539,17.6,43.171,2025-10-21
1540,24.1,719.184,2025-10-21
1541,24.8,8.001,2025-10-21
1558,90.9,54.391,2025-10-21
1560,321.0,2537.229,2025-10-21
1563,48.4,658.953,2025-10-21
1568,22.9,166.447,2025-10-21
1582,68.5,554.164,2025-10-21
1583,48.65,7.368,2025-10-21
1587,40.8,512.777,2025-10-21
1589,22.35,723.53,2025-10-21
1590,893.0,716.854,2025-10-21
1597,78.4,498.127,2025-10-21
1598,24.35,1330.956,2025-10-21
1603,39.15,343.493,2025-10-21
1604,24.85,99.014,2025-10-21
1605,29.6,114471.509,2025-10-21
1608,30.75,2503.253,2025-10-21
