code,close,vol,date
=0050,64.4,70816.194,2025-12-26
=0051,91.2,36.754,2025-12-26
=0052,36.89,26413.506,2025-12-26
=0053,138.15,23.106,2025-12-26
=0055,32.01,251.588,2025-12-26
=0056,36.61,32736.86,2025-12-26
=0057,188.6,26.268,2025-12-26
=0061,23.1,329.993,2025-12-26
=006203,116.6,4.379,2025-12-26
=006204,144.75,3.063,2025-12-26
=006205,39.58,767.413,2025-12-26
=006206,37.2,102.257,2025-12-26
=006207,30.9,249.941,2025-12-26
=006208,147.55,7322.945,2025-12-26
=00625K,0.0,0.0,2025-12-26
=00631L,354.75,3255.999,2025-12-26
=00632R,16.65,40766.822,2025-12-26
=00633L,50.7,4234.028,2025-12-26
=00634R,3.2,1116.0,2025-12-26
=00635U,48.45,4121.401,2025-12-26
=00636,27.16,871.104,2025-12-26
=00636K,8.68,0.2,2025-12-26
=00637L,20.81,43526.958,2025-12-26
=00638R,6.81,645.01,2025-12-26
=00639,15.3,905.846,2025-12-26
=00640L,77.75,300.467,2025-12-26
=00641R,4.56,1787.881,2025-12-26
=00642U,15.3,4709.324,2025-12-26
=00643,17.05,3795.513,2025-12-26
=00643K,3.83,3.0,2025-12-26
=00645,47.77,228.599,2025-12-26
=00646,68.4,6527.438,2025-12-26
=00647L,119.05,81.741,2025-12-26
=00648R,4.32,543.469,2025-12-26
=00650L,17.9,3161.298,2025-12-26
=00651R,5.29,28.0,2025-12-26
=00652,37.42,203.352,2025-12-26
=00653L,58.4,96.842,2025-12-26
=00654R,0.0,0.04,2025-12-26
=00655L,35.38,1086.109,2025-12-26
=00656R,6.0,209.02,2025-12-26
=00657,59.7,81.159,2025-12-26
=00657K,19.05,0.2,2025-12-26
=00660,41.85,9.339,2025-12-26
=00661,65.3,119.781,2025-12-26
=00662,103.75,1942.662,2025-12-26
=00663L,46.36,8526.777,2025-12-26
=00664R,2.68,11739.839,2025-12-26
=00665L,10.85,5953.403,2025-12-26
=00666R,8.83,8.0,2025-12-26
=00668,55.95,20.901,2025-12-26
=00668K,17.8,0.2,2025-12-26
=00669R,5.65,435.233,2025-12-26
=00670L,166.25,875.983,2025-12-26
=00671R,2.83,2938.96,2025-12-26
=00673R,28.14,2444.02,2025-12-26
=00674R,5.66,718.417,2025-12-26
=00675L,140.8,2941.527,2025-12-26
=00676R,9.16,2365.046,2025-12-26
=00678,35.42,252.501,2025-12-26
=00680L,7.28,18472.637,2025-12-26
=00681R,20.74,10.05,2025-12-26
=00682U,0.0,0.002,2025-12-26
=00683L,20.56,23.248,2025-12-26
=00684R,15.7,18.1,2025-12-26
=00685L,126.5,819.936,2025-12-26
=00686R,1.64,2792.589,2025-12-26
=00688L,7.27,4875.524,2025-12-26
=00689R,21.54,5.0,2025-12-26
=00690,44.04,468.368,2025-12-26
=00692,56.65,1293.667,2025-12-26
=00693U,20.63,1191.12,2025-12-26
=00700,18.28,385.62,2025-12-26
=00701,29.3,1227.891,2025-12-26
=00702,23.32,11.47,2025-12-26
=00703,21.59,15.555,2025-12-26
=00706L,20.64,1447.459,2025-12-26
=00707R,31.2,2.0,2025-12-26
=00708L,98.6,4412.788,2025-12-26
=00709,36.99,91.7,2025-12-26
=00710B,18.95,200.123,2025-12-26
=00711B,16.34,104.412,2025-12-26
=00712,9.18,14673.587,2025-12-26
=00713,50.95,7472.077,2025-12-26
=00714,20.04,234.556,2025-12-26
=00715L,20.08,20610.929,2025-12-26
=00717,15.07,58.891,2025-12-26
=00728,36.71,72.69,2025-12-26
=00730,23.3,153.908,2025-12-26
=00731,69.5,845.845,2025-12-26
=00733,46.02,1145.035,2025-12-26
=00735,51.6,850.633,2025-12-26
=00736,27.92,105.137,2025-12-26
=00737,36.13,183.736,2025-12-26
=00738U,61.75,17784.885,2025-12-26
=00739,26.55,96.582,2025-12-26
=00752,26.11,597.864,2025-12-26
=00753L,12.36,6480.921,2025-12-26
=00757,119.55,3470.498,2025-12-26
=00762,83.85,727.937,2025-12-26
=00763U,31.57,4234.758,2025-12-26
=00770,58.55,310.095,2025-12-26
=00771,16.08,13.044,2025-12-26
=00775B,32.8,1.015,2025-12-26
=00783,25.58,95.907,2025-12-26
=00830,58.85,7923.469,2025-12-26
=00850,54.7,470.949,2025-12-26
=00851,56.3,16.187,2025-12-26
=00852L,31.3,33.165,2025-12-26
=00861,55.65,168.763,2025-12-26
=00865B,47.17,1865.086,2025-12-26
=00875,39.16,17.775,2025-12-26
=00876,51.7,325.648,2025-12-26
=00878,21.57,29157.524,2025-12-26
=00881,32.22,7148.841,2025-12-26
=00882,15.3,4036.605,2025-12-26
=00885,17.16,21262.523,2025-12-26
=00891,19.48,6750.16,2025-12-26
=00892,21.65,703.366,2025-12-26
=00893,33.05,1541.089,2025-12-26
=00894,27.18,1463.091,2025-12-26
=00895,39.6,629.829,2025-12-26
=00896,18.85,2486.89,2025-12-26
=00897,8.95,734.115,2025-12-26
=00898,8.01,533.654,2025-12-26
=00899,20.39,122.213,2025-12-26
=00900,13.79,23399.288,2025-12-26
=00901,24.59,493.624,2025-12-26
=00902,13.4,5545.24,2025-12-26
=00903,17.68,47.682,2025-12-26
=00904,22.61,1407.799,2025-12-26
=00905,17.17,1523.636,2025-12-26
=00907,15.31,684.237,2025-12-26
=00908,13.82,413.711,2025-12-26
=00909,40.56,3074.71,2025-12-26
=00910,44.5,1458.05,2025-12-26
=00911,33.49,478.099,2025-12-26
=00912,21.37,177.119,2025-12-26
=00913,24.56,381.291,2025-12-26
=00915,22.9,3805.956,2025-12-26
=00916,27.6,499.597,2025-12-26
=00917,25.81,145.344,2025-12-26
=00918,22.48,10936.511,2025-12-26
=00919,22.48,41987.193,2025-12-26
=00920,18.33,168.486,2025-12-26
=00921,17.52,239.344,2025-12-26
=00922,25.48,11098.317,2025-12-26
=00923,25.6,2583.757,2025-12-26
=00924,29.51,2101.869,2025-12-26
=00926,23.41,750.361,2025-12-26
=00927,21.19,3143.391,2025-12-26
=00929,17.89,11425.512,2025-12-26
=00930,17.26,543.961,2025-12-26
=00932,14.19,447.523,2025-12-26
=00934,20.52,1648.29,2025-12-26
=00935,29.68,1970.161,2025-12-26
=00936,15.97,1407.145,2025-12-26
=00938,17.3,279.121,2025-12-26
=00939,14.65,7869.698,2025-12-26
=00940,9.25,21528.209,2025-12-26
=00941,17.48,3640.801,2025-12-26
=00943,14.28,56.322,2025-12-26
=00944,14.5,765.754,2025-12-26
=00945B,14.51,2993.457,2025-12-26
=00946,9.61,5881.249,2025-12-26
=00947,18.18,933.762,2025-12-26
=00949,18.38,911.467,2025-12-26
=00951,11.48,2182.341,2025-12-26
=00952,11.75,798.868,2025-12-26
=00953B,9.74,22080.003,2025-12-26
=00954,12.28,1361.368,2025-12-26
=00956,11.44,436.192,2025-12-26
=00960,14.37,1563.816,2025-12-26
=00961,9.4,2505.947,2025-12-26
=00962,10.64,286.61,2025-12-26
=00963,11.43,384.603,2025-12-26
=00964,11.5,1415.506,2025-12-26
=00965,22.94,5220.277,2025-12-26
=00971,16.23,708.423,2025-12-26
=00972,18.01,64.535,2025-12-26
=009800,11.22,1504.719,2025-12-26
=009801,11.32,953.836,2025-12-26
=009802,11.13,3757.133,2025-12-26
=009803,12.79,2258.414,2025-12-26
=009804,14.5,856.067,2025-12-26
=009805,12.58,3993.574,2025-12-26
=009808,19.51,457.164,2025-12-26
=009809,10.54,2311.761,2025-12-26
=00980A,15.13,10960.21,2025-12-26
=009810,18.69,307.899,2025-12-26
=009811,11.87,4019.884,2025-12-26
=009812,10.68,1843.865,2025-12-26
=009813,10.68,7205.416,2025-12-26
=00981A,16.75,101602.752,2025-12-26
=00981T,10.59,2414.271,2025-12-26
=00982A,14.34,61278.711,2025-12-26
=00982D,10.16,3036.809,2025-12-26
=00982T,10.07,26217.424,2025-12-26
=00983A,12.24,4490.218,2025-12-26
=00983D,10.26,1342.542,2025-12-26
=00984A,10.95,5477.905,2025-12-26
=00985A,13.26,7373.092,2025-12-26
=00985B,10.31,4988.605,2025-12-26
=00986A,11.7,1333.247,2025-12-26
=00988A,10.24,27464.942,2025-12-26
=00989A,15.38,2786.879,2025-12-26
=00990A,10.68,196023.12,2025-12-26
=00991A,10.35,153796.077,2025-12-26
=01001T,11.52,192.0,2025-12-26
=01002T,14.49,52.0,2025-12-26
=01004T,10.65,229.02,2025-12-26
=01007T,13.28,158.0,2025-12-26
=01009T,6.8,42.0,2025-12-26
=01010T,10.01,2.0,2025-12-26
=020000,0.0,0.0,2025-12-26
=020011,0.0,0.0,2025-12-26
=020012,0.0,0.0,2025-12-26
=02001L,47.25,40.0,2025-12-26
=02001R,0.0,0.0,2025-12-26
=020020,15.35,22.0,2025-12-26
=020028,12.8,24.0,2025-12-26
=020029,9.61,3.0,2025-12-26
=020030,8.88,14.0,2025-12-26
=020031,5.97,3.0,2025-12-26
=020032,0.0,0.0,2025-12-26
=020034,7.32,16.0,2025-12-26
=020036,0.0,0.0,2025-12-26
=020037,8.42,2.0,2025-12-26
=020038,7.43,39.0,2025-12-26
=020039,9.01,51.0,2025-12-26
1101,22.8,12661.518,2025-12-26
1101B,45.4,8.05,2025-12-26
1102,36.7,11127.471,2025-12-26
1103,14.0,244.387,2025-12-26
1104,30.0,325.804,2025-12-26
1108,14.95,52.607,2025-12-26
1109,15.55,92.008,2025-12-26
1110,16.55,52.002,2025-12-26
1201,14.65,119.496,2025-12-26
1203,39.75,8.561,2025-12-26
1210,50.7,1589.385,2025-12-26
1213,10.7,2.121,2025-12-26
1215,135.5,4038.081,2025-12-26
1216,80.5,27059.373,2025-12-26
1217,10.55,187.587,2025-12-26
1218,18.1,251.489,2025-12-26
1219,13.45,86.555,2025-12-26
1220,12.55,91.264,2025-12-26
1225,29.3,48.774,2025-12-26
1227,30.45,260.684,2025-12-26
1229,47.7,632.56,2025-12-26
1231,98.5,114.551,2025-12-26
1232,144.5,64.385,2025-12-26
1233,32.1,3.601,2025-12-26
1234,37.65,79.76,2025-12-26
1235,46.25,2.152,2025-12-26
1236,26.15,121.194,2025-12-26
1256,140.0,18.385,2025-12-26
1301,39.75,5343.576,2025-12-26
1303,57.5,37995.984,2025-12-26
1304,11.1,2017.692,2025-12-26
1305,10.95,1147.241,2025-12-26
1307,32.7,242.67,2025-12-26
1308,13.2,915.7,2025-12-26
1309,11.2,702.265,2025-12-26
1310,8.41,690.67,2025-12-26
1312,11.0,6632.714,2025-12-26
1312A,22.45,48.0,2025-12-26
1313,10.3,2280.87,2025-12-26
1314,7.83,8926.899,2025-12-26
1315,64.0,17.344,2025-12-26
1316,15.8,3791.96,2025-12-26
1319,96.6,1521.133,2025-12-26
1321,35.0,87.0,2025-12-26
1323,19.5,28.99,2025-12-26
1324,10.5,47.413,2025-12-26
1325,30.2,184.773,2025-12-26
1326,32.05,4927.597,2025-12-26
1337,4.86,112.819,2025-12-26
1338,20.7,51.722,2025-12-26
1339,44.3,66.023,2025-12-26
1340,8.11,733.144,2025-12-26
1341,58.6,7.412,2025-12-26
1342,88.0,62.227,2025-12-26
1402,27.7,3002.297,2025-12-26
1409,15.15,2972.117,2025-12-26
1410,33.85,13.091,2025-12-26
1413,10.0,10.556,2025-12-26
1414,17.4,320.088,2025-12-26
1416,11.95,186.098,2025-12-26
1417,9.0,72.144,2025-12-26
1418,19.8,10.044,2025-12-26
1419,68.3,209.256,2025-12-26
1423,38.3,17.729,2025-12-26
1432,18.05,703.081,2025-12-26
1434,15.7,1315.462,2025-12-26
1435,0.0,0.58,2025-12-26
1436,65.7,280.634,2025-12-26
1437,34.5,96.732,2025-12-26
1438,33.85,48.16,2025-12-26
1439,29.9,23.0,2025-12-26
1440,13.25,1303.173,2025-12-26
1441,10.5,20.958,2025-12-26
1442,30.4,7411.673,2025-12-26
1443,27.0,3.001,2025-12-26
1444,6.09,376.549,2025-12-26
1445,13.2,14.531,2025-12-26
1446,18.3,102.972,2025-12-26
1447,5.42,464.967,2025-12-26
1449,11.3,1162.765,2025-12-26
1451,17.4,34.045,2025-12-26
1452,11.85,30.472,2025-12-26
1453,12.8,31.099,2025-12-26
1454,13.1,46.395,2025-12-26
1455,7.72,780.434,2025-12-26
1456,12.95,2.001,2025-12-26
1457,15.75,57.4,2025-12-26
1459,11.85,73.144,2025-12-26
1460,6.34,1042.768,2025-12-26
1463,19.45,89.405,2025-12-26
1464,11.15,222.637,2025-12-26
1465,12.45,101.451,2025-12-26
1466,14.3,232.351,2025-12-26
1467,7.09,95.65,2025-12-26
1468,11.8,32.0,2025-12-26
1470,23.2,8.0,2025-12-26
1471,8.78,190.049,2025-12-26
1472,88.6,79.05,2025-12-26
1473,24.85,16.06,2025-12-26
1474,10.95,42.358,2025-12-26
1475,30.0,48.001,2025-12-26
1476,384.0,487.66,2025-12-26
1477,294.5,1410.491,2025-12-26
1503,173.5,870.66,2025-12-26
1504,86.5,26256.022,2025-12-26
1506,11.6,79.128,2025-12-26
1512,7.59,54.025,2025-12-26
1513,150.5,1094.278,2025-12-26
1514,103.0,1438.883,2025-12-26
1515,27.8,172.252,2025-12-26
1516,23.3,178.611,2025-12-26
1517,11.1,106.158,2025-12-26
1519,785.0,2211.011,2025-12-26
1521,23.95,11.137,2025-12-26
1522,46.55,1133.798,2025-12-26
1522A,0.0,0.0,2025-12-26
1524,28.2,585.546,2025-12-26
1525,64.1,12.053,2025-12-26
1526,16.7,49.109,2025-12-26
1527,32.5,170.016,2025-12-26
1528,20.05,17060.095,2025-12-26
1529,19.1,329.253,2025-12-26
1530,27.35,31.846,2025-12-26
1531,11.9,81.17,2025-12-26
1532,26.65,260.103,2025-12-26
1533,32.15,72.545,2025-12-26
1535,53.0,18.001,2025-12-26
1536,57.2,1150.886,2025-12-26
1537,124.5,56.811,2025-12-26
1538,26.35,18.722,2025-12-26
1539,17.05,34.419,2025-12-26
1540,23.2,234.008,2025-12-26
1541,23.45,1.025,2025-12-26
1558,102.5,42.204,2025-12-26
1560,375.0,1809.066,2025-12-26
1563,47.7,1333.325,2025-12-26
1568,22.5,101.403,2025-12-26
1582,65.6,253.851,2025-12-26
1583,45.8,2.357,2025-12-26
1587,53.1,2360.393,2025-12-26
1589,16.95,735.271,2025-12-26
1590,939.0,89.731,2025-12-26
1597,72.1,78.506,2025-12-26
1598,20.8,82.585,2025-12-26
1603,37.8,639.077,2025-12-26
1604,24.45,91.331,2025-12-26
1605,33.45,201756.824,2025-12-26
1608,39.5,35323.471,2025-12-26
1609,38.85,9384.298,2025-12-26
1611,13.2,2610.832,2025-12-26
1612,35.1,1238.178,2025-12-26
1614,34.15,49.222,2025-12-26
1615,49.85,256.433,2025-12-26
1616,29.05,2235.732,2025-12-26
1617,14.65,431.346,2025-12-26
1618,43.65,1954.67,2025-12-26
1626,11.35,100.123,2025-12-26
1702,39.1,206.502,2025-12-26
1707,126.5,38.076,2025-12-26
1708,33.0,465.369,2025-12-26
1709,16.65,144.328,2025-12-26
1710,12.1,436.46,2025-12-26
1711,19.15,2282.593,2025-12-26
1712,44.1,327.086,2025-12-26
1713,44.35,103.738,2025-12-26
1714,8.21,1183.398,2025-12-26
1717,40.2,4167.968,2025-12-26
1718,6.89,3338.204,2025-12-26
1720,59.5,187.786,2025-12-26
1721,13.95,5409.262,2025-12-26
1722,47.2,1127.448,2025-12-26
1723,67.1,839.101,2025-12-26
1725,26.95,87.102,2025-12-26
1726,75.8,12.344,2025-12-26
1727,44.0,9121.626,2025-12-26
1730,53.0,20.401,2025-12-26
1731,21.8,29.18,2025-12-26
1732,28.35,132.615,2025-12-26
1733,30.85,121.892,2025-12-26
1734,30.4,88.38,2025-12-26
1735,19.2,891.074,2025-12-26
1736,145.0,216.024,2025-12-26
1737,31.7,63.493,2025-12-26
1752,37.45,23.336,2025-12-26
1760,63.1,78.983,2025-12-26
1762,24.65,46.608,2025-12-26
1773,137.5,139.672,2025-12-26
1776,15.7,34.139,2025-12-26
1783,42.35,29.352,2025-12-26
1786,73.4,477.228,2025-12-26
1789,17.15,226.813,2025-12-26
1795,278.5,948.332,2025-12-26
1802,35.1,65610.583,2025-12-26
1805,11.95,123.196,2025-12-26
1806,9.18,220.049,2025-12-26
1808,35.2,3338.456,2025-12-26
1809,17.45,218.092,2025-12-26
1810,17.45,821.229,2025-12-26
1817,38.4,6.88,2025-12-26
1903,55.0,140.201,2025-12-26
1904,17.3,761.134,2025-12-26
1905,11.6,877.522,2025-12-26
1906,11.9,37.202,2025-12-26
1907,25.55,626.698,2025-12-26
1909,10.0,1213.902,2025-12-26
2002,18.85,18595.368,2025-12-26
2002A,38.8,9.0,2025-12-26
2006,63.6,1965.486,2025-12-26
2007,7.3,119.021,2025-12-26
2008,28.7,38.955,2025-12-26
2009,49.5,36375.315,2025-12-26
2010,20.8,838.291,2025-12-26
2012,15.3,102.97,2025-12-26
2013,41.65,51.049,2025-12-26
2014,15.95,8172.716,2025-12-26
2015,61.0,433.594,2025-12-26
2017,8.51,406.146,2025-12-26
2020,23.65,225.193,2025-12-26
2022,8.14,250.117,2025-12-26
2023,14.8,1135.476,2025-12-26
2024,15.5,5.057,2025-12-26
2025,9.22,117.591,2025-12-26
2027,35.35,29005.837,2025-12-26
2028,17.05,70.149,2025-12-26
2029,21.05,93.486,2025-12-26
2030,14.0,443.258,2025-12-26
2031,37.65,225.904,2025-12-26
2032,14.6,398.358,2025-12-26
2033,15.7,296.846,2025-12-26
2034,20.9,2474.383,2025-12-26
2038,14.35,257.114,2025-12-26
2049,194.5,860.604,2025-12-26
2059,3690.0,289.157,2025-12-26
2062,20.95,209.268,2025-12-26
2069,18.0,248.144,2025-12-26
2101,37.8,694.322,2025-12-26
2102,19.65,279.164,2025-12-26
2103,15.5,670.088,2025-12-26
2104,11.3,1586.625,2025-12-26
2105,29.6,4790.33,2025-12-26
2106,19.9,366.671,2025-12-26
2107,24.5,89.545,2025-12-26
2108,22.8,191.206,2025-12-26
2109,15.0,124.089,2025-12-26
2114,89.8,3.153,2025-12-26
2115,24.45,103.432,2025-12-26
2201,34.15,4208.064,2025-12-26
2204,60.1,707.835,2025-12-26
2206,60.3,789.022,2025-12-26
2207,561.0,461.416,2025-12-26
2208,20.05,1981.655,2025-12-26
2211,103.0,5081.678,2025-12-26
2227,55.3,21.079,2025-12-26
2228,108.5,1213.886,2025-12-26
2231,94.0,309.017,2025-12-26
2233,209.5,1139.849,2025-12-26
2236,116.5,505.657,2025-12-26
2239,35.2,71.178,2025-12-26
2241,36.8,304.341,2025-12-26
2243,11.8,148.562,2025-12-26
2247,281.5,120.792,2025-12-26
2248,48.75,3.0,2025-12-26
2250,73.1,79.335,2025-12-26
2254,59.4,56.0,2025-12-26
2258,43.4,3976.153,2025-12-26
2301,162.5,16606.801,2025-12-26
2302,17.4,257.354,2025-12-26
2303,49.95,40876.819,2025-12-26
2305,11.05,335.821,2025-12-26
2308,956.0,3406.52,2025-12-26
2312,22.65,11291.94,2025-12-26
2313,98.8,42729.888,2025-12-26
2314,22.5,94.992,2025-12-26
2316,103.0,1964.347,2025-12-26
2317,225.5,28935.431,2025-12-26
2321,16.4,9.898,2025-12-26
2323,10.5,4225.899,2025-12-26
2324,30.0,15634.578,2025-12-26
2327,224.0,7964.147,2025-12-26
2328,48.2,6134.436,2025-12-26
2329,56.6,38347.803,2025-12-26
2330,1510.0,20806.344,2025-12-26
2331,22.85,3926.236,2025-12-26
2332,15.25,4020.52,2025-12-26
2337,39.2,92195.322,2025-12-26
2338,36.0,936.009,2025-12-26
2340,26.65,1232.881,2025-12-26
2342,29.1,891.434,2025-12-26
2344,76.5,274963.547,2025-12-26
2345,1215.0,2702.035,2025-12-26
2347,57.6,10935.935,2025-12-26
2348,83.5,257.188,2025-12-26
2348A,0.0,0.246,2025-12-26
2349,15.0,4757.282,2025-12-26
2351,75.3,489.635,2025-12-26
2352,23.8,5635.385,2025-12-26
2353,25.2,13179.741,2025-12-26
2354,61.3,2532.05,2025-12-26
2355,31.9,998.379,2025-12-26
2356,42.5,10514.784,2025-12-26
2357,551.0,8521.76,2025-12-26
2359,126.5,657.06,2025-12-26
2360,789.0,2549.833,2025-12-26
2362,39.4,957.831,2025-12-26
2363,47.25,1560.606,2025-12-26
2364,67.2,175.334,2025-12-26
2365,35.1,1237.761,2025-12-26
2367,28.35,17520.136,2025-12-26
2368,697.0,10017.525,2025-12-26
2369,23.4,23182.473,2025-12-26
2371,31.9,19893.454,2025-12-26
2373,56.2,21.103,2025-12-26
2374,75.8,2618.661,2025-12-26
2375,89.7,1131.542,2025-12-26
2376,233.5,1724.316,2025-12-26
2377,96.2,8684.03,2025-12-26
2379,485.5,1557.219,2025-12-26
2380,4.95,92.077,2025-12-26
2382,263.0,16607.988,2025-12-26
2383,1640.0,1801.627,2025-12-26
2385,115.0,4985.713,2025-12-26
2387,39.05,318.303,2025-12-26
2388,53.3,3635.227,2025-12-26
2390,9.88,189.206,2025-12-26
2392,37.15,2042.851,2025-12-26
2393,53.7,12164.593,2025-12-26
2395,284.5,648.611,2025-12-26
2397,61.0,129.783,2025-12-26
2399,26.35,15713.697,2025-12-26
2401,20.05,1238.361,2025-12-26
2402,63.8,17886.445,2025-12-26
2404,941.0,2293.866,2025-12-26
2405,18.1,1199.551,2025-12-26
2406,27.3,17150.301,2025-12-26
2408,189.0,78418.819,2025-12-26
2409,11.4,36099.09,2025-12-26
2412,131.5,2608.396,2025-12-26
2413,42.55,23476.631,2025-12-26
2414,41.1,53.159,2025-12-26
2415,25.55,96.469,2025-12-26
2417,38.9,3157.578,2025-12-26
2419,24.7,1088.044,2025-12-26
2420,50.1,121.819,2025-12-26
2421,161.0,4856.409,2025-12-26
2423,56.4,138.078,2025-12-26
2424,37.0,85.264,2025-12-26
2425,30.3,165.375,2025-12-26
2426,17.05,312.631,2025-12-26
2427,26.8,453.326,2025-12-26
2428,171.5,388.42,2025-12-26
2429,77.2,496.856,2025-12-26
2430,22.8,87.21,2025-12-26
2431,11.55,281.773,2025-12-26
2432,25.6,43.008,2025-12-26
2433,47.6,13.151,2025-12-26
2434,30.3,22.501,2025-12-26
2436,48.5,1058.919,2025-12-26
2438,21.4,32.606,2025-12-26
2439,97.8,4576.783,2025-12-26
2440,14.8,499.477,2025-12-26
2441,88.9,14391.662,2025-12-26
2442,26.5,346.229,2025-12-26
2444,11.65,158.507,2025-12-26
2449,223.0,11160.586,2025-12-26
2450,28.95,61.281,2025-12-26
2451,179.0,8947.835,2025-12-26
2453,52.6,236.727,2025-12-26
2454,1385.0,3219.06,2025-12-26
2455,156.5,5974.083,2025-12-26
2457,29.35,2709.916,2025-12-26
2458,124.5,4223.852,2025-12-26
2459,65.1,22.344,2025-12-26
2460,20.9,661.556,2025-12-26
2461,14.8,216.726,2025-12-26
2462,22.7,48.317,2025-12-26
2464,62.0,1292.214,2025-12-26
2465,59.9,259.967,2025-12-26
2466,68.9,3900.507,2025-12-26
2467,237.0,2181.506,2025-12-26
2468,42.35,417.444,2025-12-26
2471,50.2,77.237,2025-12-26
2472,106.0,1415.813,2025-12-26
2474,209.5,5664.849,2025-12-26
2476,87.2,951.833,2025-12-26
2477,24.2,131.099,2025-12-26
2478,56.4,680.8,2025-12-26
2480,149.5,87.718,2025-12-26
2481,80.4,7752.511,2025-12-26
2482,17.6,85.679,2025-12-26
2483,18.5,33.247,2025-12-26
2484,20.35,429.51,2025-12-26
2485,28.2,27880.846,2025-12-26
2486,91.7,2338.004,2025-12-26
2488,45.9,152.408,2025-12-26
2489,14.6,1968.282,2025-12-26
2491,21.15,1424.158,2025-12-26
2492,116.5,2919.1,2025-12-26
2493,112.5,3827.874,2025-12-26
2495,31.75,13729.799,2025-12-26
2496,68.5,37.378,2025-12-26
2497,49.95,1056.519,2025-12-26
2498,49.3,7238.561,2025-12-26
2501,23.9,1883.911,2025-12-26
2504,37.6,10919.712,2025-12-26
2505,19.75,124.54,2025-12-26
2506,9.38,125.723,2025-12-26
2509,15.65,242.966,2025-12-26
2511,8.23,816.184,2025-12-26
2514,14.9,33.579,2025-12-26
2515,13.5,8831.939,2025-12-26
2516,14.95,112.273,2025-12-26
2520,35.6,11314.734,2025-12-26
2524,43.55,92.57,2025-12-26
2527,29.1,216.0,2025-12-26
2528,30.65,1113.038,2025-12-26
2530,28.5,979.484,2025-12-26
2534,20.8,364.32,2025-12-26
2535,63.0,1025.05,2025-12-26
2536,26.45,247.12,2025-12-26
2537,12.4,3001.268,2025-12-26
2538,11.35,158.034,2025-12-26
2539,48.65,380.917,2025-12-26
2540,52.7,1148.737,2025-12-26
2542,40.05,3766.915,2025-12-26
2543,62.0,817.21,2025-12-26
2545,39.85,298.054,2025-12-26
2546,89.0,125.216,2025-12-26
2547,11.05,3482.174,2025-12-26
2548,120.5,1660.037,2025-12-26
2597,168.0,197.263,2025-12-26
2601,5.47,1498.318,2025-12-26
2603,191.0,14515.54,2025-12-26
2605,26.3,4417.559,2025-12-26
2606,62.0,6630.083,2025-12-26
2607,58.8,1970.924,2025-12-26
2608,33.25,51.344,2025-12-26
2609,56.1,24393.607,2025-12-26
2610,20.05,25191.568,2025-12-26
2611,14.8,206.502,2025-12-26
2612,59.8,891.137,2025-12-26
2613,23.45,402.792,2025-12-26
2614,23.3,3052.443,2025-12-26
2615,79.8,6551.229,2025-12-26
2616,13.6,125.132,2025-12-26
2617,30.5,374.691,2025-12-26
2618,36.45,15289.387,2025-12-26
2630,53.4,2249.04,2025-12-26
2633,27.9,1828.593,2025-12-26
2634,50.6,3690.678,2025-12-26
2636,66.6,191.798,2025-12-26
2637,69.3,2939.443,2025-12-26
2642,26.15,43.734,2025-12-26
2645,147.5,5043.902,2025-12-26
2646,24.05,5605.89,2025-12-26
2701,11.05,14.736,2025-12-26
2702,11.9,22.381,2025-12-26
2704,43.35,29.376,2025-12-26
2705,16.6,88.188,2025-12-26
2706,12.9,39.471,2025-12-26
2707,189.5,32.801,2025-12-26
2712,18.15,9.25,2025-12-26
2722,26.2,39.779,2025-12-26
2723,70.4,224.334,2025-12-26
2727,218.0,245.656,2025-12-26
2731,166.0,393.861,2025-12-26
2739,35.5,31.781,2025-12-26
2748,43.15,65.067,2025-12-26
2753,190.0,228.775,2025-12-26
2762,76.6,18.197,2025-12-26
2801,20.7,10735.822,2025-12-26
2812,21.0,9701.994,2025-12-26
2816,29.4,114.19,2025-12-26
2820,16.9,525.34,2025-12-26
2832,50.2,146.288,2025-12-26
2834,16.05,13991.763,2025-12-26
2836,12.3,1278.44,2025-12-26
2836A,23.9,1.001,2025-12-26
2838,19.55,2419.85,2025-12-26
2838A,54.5,25.029,2025-12-26
2845,12.9,2752.612,2025-12-26
2849,13.45,11.927,2025-12-26
2850,116.0,272.987,2025-12-26
2851,26.2,697.486,2025-12-26
2852,27.85,361.745,2025-12-26
2855,23.9,2426.843,2025-12-26
2867,8.04,42197.511,2025-12-26
2880,32.35,53905.017,2025-12-26
2881,97.0,13026.945,2025-12-26
2881A,63.3,25.05,2025-12-26
2881B,61.7,24.433,2025-12-26
2881C,53.5,13.515,2025-12-26
2882,74.8,34944.074,2025-12-26
2882A,60.7,58.231,2025-12-26
2882B,60.0,35.497,2025-12-26
2883,17.35,32543.421,2025-12-26
2883B,7.88,743.654,2025-12-26
2884,34.15,91774.406,2025-12-26
2885,40.0,23638.347,2025-12-26
2886,40.6,14331.078,2025-12-26
2887,20.6,272058.869,2025-12-26
2887E,49.95,16.478,2025-12-26
2887F,46.45,19.533,2025-12-26
2887G,39.65,68.425,2025-12-26
2887H,39.2,70.32,2025-12-26
2887I,9.32,5588.242,2025-12-26
2887Z1,16.6,121.53,2025-12-26
2889,16.2,2723.67,2025-12-26
2890,28.95,20168.935,2025-12-26
2891,49.8,50917.33,2025-12-26
2891B,63.8,3.418,2025-12-26
2891C,0.0,0.15,2025-12-26
